Brand,Title,Selling Price,MRP Price,Average Rating,Rating Count,Web URL 
Reebok,Reebok Women's Walk way ballerina 2.0 Navy Running Shoes,₹3299.00,₹3299.00,0,0,https://www.tatacliq.com/reebok-womens-walk-way-ballerina-2-0-navy-running-shoes/p-mp000000019347142
LUNA BLU,LUNA BLU by Westside Black Buckle Accent Leather Biker Boots,₹2499.00,₹2499.00,0,0,https://www.tatacliq.com/luna-blu-by-westside-black-buckle-accent-leather-biker-boots/p-mp000000020222240
Styli,Styli Women's Green Toe Ring Sandals,₹617.00,₹949.00,0,0,https://www.tatacliq.com/styli-womens-green-toe-ring-sandals/p-mp000000019565392
Mochi,Mochi Women's Rose Gold Toe Ring Wedges,₹1294.00,₹1990.00,0,0,https://www.tatacliq.com/mochi-womens-rose-gold-toe-ring-wedges/p-mp000000019583787
Asics,Asics Women's GT-2000 12 Off White Running Shoes,₹12999.00,₹12999.00,0,0,https://www.tatacliq.com/asics-womens-gt-2000-12-off-white-running-shoes/p-mp000000018129219
Nike,Nike Women's AIR WINFLO 10 White Running Shoes,₹7390.00,₹8695.00,0,0,https://www.tatacliq.com/nike-womens-air-winflo-10-white-running-shoes/p-mp000000018870884
Bugatti,Bugatti Women's Red Casual Sandals,₹3599.00,₹5999.00,0,0,https://www.tatacliq.com/bugatti-womens-red-casual-sandals/p-mp000000013878303
Asics,Asics Women's GEL-Kayano 30 Cream Running Shoes,₹15999.00,₹15999.00,0,0,https://www.tatacliq.com/asics-womens-gel-kayano-30-cream-running-shoes/p-mp000000018129224
Ginger by Lifestyle,Ginger by Lifestyle Women's Pink Running Shoes,₹2299.00,₹2299.00,4.0,1,https://www.tatacliq.com/ginger-by-lifestyle-womens-pink-running-shoes/p-mp000000018773035
Aldo,Aldo Women's Black Stiletto Pumps,₹5490.00,₹10999.00,0,0,https://www.tatacliq.com/aldo-womens-black-stiletto-pumps/p-mp000000019505213
Aldo,Aldo Women's Grey Running Shoes,₹7490.00,₹14999.00,0,0,https://www.tatacliq.com/aldo-womens-grey-running-shoes/p-mp000000018721477
Aldo,Aldo Women's White Sneakers,₹6990.00,₹13999.00,0,0,https://www.tatacliq.com/aldo-womens-white-sneakers/p-mp000000019505850
Mochi,Mochi Women's Black Toe Ring Sandals,₹1294.00,₹1990.00,0,0,https://www.tatacliq.com/mochi-womens-black-toe-ring-sandals/p-mp000000019583791
Puma,Puma Women's Popcat 20 Floral Aqua Slides,₹889.00,₹2499.00,0,0,https://www.tatacliq.com/puma-womens-popcat-20-floral-aqua-slides/p-mp000000019880007
Red Tape,Red Tape Women's White Casual Sneakers,₹979.00,₹4899.00,5.0,2,https://www.tatacliq.com/red-tape-womens-white-casual-sneakers/p-mp000000019428381
Metro,Metro Women's Black Casual Booties,₹2793.00,₹3990.00,0,0,https://www.tatacliq.com/metro-womens-black-casual-booties/p-mp000000019583174
Crocs,Crocs Women's Brooklyn Pale Blush Casual Sandals,₹4671.00,₹5495.00,0,0,https://www.tatacliq.com/crocs-womens-brooklyn-pale-blush-casual-sandals/p-mp000000019076063
Ginger by Lifestyle,Ginger by Lifestyle Women's White Running Shoes,₹2998.00,₹3999.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-womens-white-running-shoes/p-mp000000017904773
Aldo,Aldo Women's Black Sling Back Sandals,₹6990.00,₹13999.00,0,0,https://www.tatacliq.com/aldo-womens-black-sling-back-sandals/p-mp000000019580578
Puma,Puma Women's Suzzana Slip V1 Yellow Flip Flops,₹1399.00,₹1999.00,0,0,https://www.tatacliq.com/puma-womens-suzzana-slip-v1-yellow-flip-flops/p-mp000000019879977
Mochi,Activ by Mochi Women's Blue Running Shoes,₹1000.00,₹2499.00,0,0,https://www.tatacliq.com/activ-by-mochi-womens-blue-running-shoes/p-mp000000017431416
Inc.5,Inc.5 Women's Beige Cross Strap Wedges,₹1343.00,₹2990.00,5.0,1,https://www.tatacliq.com/inc-5-womens-beige-cross-strap-wedges/p-mp000000019523822
Mochi,Activ by Mochi Women's Navy Running Shoes,₹2499.00,₹2499.00,0,0,https://www.tatacliq.com/activ-by-mochi-womens-navy-running-shoes/p-mp000000017431435
Inc.5,Inc.5 Women's Black T-Strap Wedges,₹2790.00,₹2790.00,0,0,https://www.tatacliq.com/inc-5-womens-black-t-strap-wedges/p-mp000000019527723
Metro,Metro Women's Maroon Toe Ring Wedges,₹1294.00,₹1990.00,0,0,https://www.tatacliq.com/metro-womens-maroon-toe-ring-wedges/p-mp000000019583755
Catwalk,Catwalk Women's Brown Ankle Strap Sandals,₹1147.50,₹2295.00,0,0,https://www.tatacliq.com/catwalk-womens-brown-ankle-strap-sandals/p-mp000000019510642
Metro,Metro Women's Beige Running Shoes,₹4490.00,₹4490.00,0,0,https://www.tatacliq.com/metro-womens-beige-running-shoes/p-mp000000017358894
Metro,Metro Women's White Running Shoes,₹4490.00,₹4490.00,0,0,https://www.tatacliq.com/metro-womens-white-running-shoes/p-mp000000017358942
Clarks,Clarks Women's WLined Lea Black Booties,₹7199.00,₹11999.00,0,0,https://www.tatacliq.com/clarks-womens-wlined-lea-black-booties/p-mp000000019519166
Aldo,Aldo Women's Black Sneakers,₹6990.00,₹13999.00,0,0,https://www.tatacliq.com/aldo-womens-black-sneakers/p-mp000000019505816
adidas,Adidas Women's ADILETTE COMFORT Blue Slides,₹3999.00,₹3999.00,0,0,https://www.tatacliq.com/adidas-womens-adilette-comfort-blue-slides/p-mp000000019769919
Nike,Nike Women's RENEW RUN 4 Lavender Running Shoes,₹6370.00,₹7495.00,0,0,https://www.tatacliq.com/nike-womens-renew-run-4-lavender-running-shoes/p-mp000000017209334
Bugatti,Bugatti Women's Red Sneakers,₹5999.00,₹9999.00,0,0,https://www.tatacliq.com/bugatti-womens-red-sneakers/p-mp000000013878629
Crocs,Crocs Women's Splash Brown Flip Flops,₹3145.00,₹3495.00,0,0,https://www.tatacliq.com/crocs-womens-splash-brown-flip-flops/p-mp000000019501006
Campus,Campus Women's VAST Multicolored Running Shoes,₹1799.00,₹1999.00,0,0,https://www.tatacliq.com/campus-womens-vast-multicolored-running-shoes/p-mp000000019895621
Metro,Metro Women's Peach Toe Ring Wedges,₹1294.00,₹1990.00,0,0,https://www.tatacliq.com/metro-womens-peach-toe-ring-wedges/p-mp000000019583759
Styli,Styli Women's Pink Running Shoes,₹487.00,₹1949.00,5.0,1,https://www.tatacliq.com/styli-womens-pink-running-shoes/p-mp000000017100668
adidas,Adidas Women's PUDING ADI Grey Floater Sandals,₹2144.00,₹3299.00,0,0,https://www.tatacliq.com/adidas-womens-puding-adi-grey-floater-sandals/p-mp000000019480297
Campus,Campus Women's OG-L3 White Casual Sneakers,₹1439.00,₹1599.00,5.0,1,https://www.tatacliq.com/campus-womens-og-l3-white-casual-sneakers/p-mp000000019270334
Puma,Puma Women's SOFTRIDE Posse Peach Running Shoes,₹2199.00,₹5499.00,0,0,https://www.tatacliq.com/puma-womens-softride-posse-peach-running-shoes/p-mp000000019880167
Puma,Puma Women's PWRFrame TR 2 Alpine Snow Training Shoes,₹5599.00,₹7999.00,0,0,https://www.tatacliq.com/puma-womens-pwrframe-tr-2-alpine-snow-training-shoes/p-mp000000019880043
Fila,Fila Women's ELECTROVE 2 HIGH White Running Shoes,₹9999.00,₹9999.00,0,0,https://www.tatacliq.com/fila-womens-electrove-2-high-white-running-shoes/p-mp000000016975240
Inc.5,Inc.5 Women's Black Wedge Ballets,₹2990.00,₹2990.00,0,0,https://www.tatacliq.com/inc-5-womens-black-wedge-ballets/p-mp000000019349929
Van Heusen,Van Heusen Women's Beige Casual Sandals,₹1474.00,₹2499.00,0,0,https://www.tatacliq.com/van-heusen-womens-beige-casual-sandals/p-mp000000019354932
Puma,Puma Women's Reflect Lite Black Running Shoes,₹4199.00,₹5999.00,0,0,https://www.tatacliq.com/puma-womens-reflect-lite-black-running-shoes/p-mp000000019880151
Fila,Fila Women's BRUCT Sky Blue Running Shoes,₹1979.00,₹3299.00,0,0,https://www.tatacliq.com/fila-womens-bruct-sky-blue-running-shoes/p-mp000000016731710
Clarks,Clarks Women's Emily2 Ruby Black Formal Pumps,₹5999.00,₹5999.00,0,0,https://www.tatacliq.com/clarks-womens-emily2-ruby-black-formal-pumps/p-mp000000018934563
Campus,Campus Women's OG-L3 Sky Blue Casual Sneakers,₹1439.00,₹1599.00,5.0,1,https://www.tatacliq.com/campus-womens-og-l3-sky-blue-casual-sneakers/p-mp000000019270399
Metro,Metro Women's Tan Casual Booties,₹2793.00,₹3990.00,0,0,https://www.tatacliq.com/metro-womens-tan-casual-booties/p-mp000000019583179
Styli,Styli Women's Silver Gladiator Sandals,₹707.00,₹1199.00,0,0,https://www.tatacliq.com/styli-womens-silver-gladiator-sandals/p-mp000000019308763
Inc.5,Inc.5 Women's Antique Gold T-Strap Stilettos,₹1477.00,₹3290.00,0,0,https://www.tatacliq.com/inc-5-womens-antique-gold-t-strap-stilettos/p-mp000000019351133
adidas,Adidas Women's QUESTAR 2 Mint Green Running Shoes,₹7999.00,₹7999.00,0,0,https://www.tatacliq.com/adidas-womens-questar-2-mint-green-running-shoes/p-mp000000019770479
Crocs,Crocs Women's Splash Maroon Flip Flops,₹3595.00,₹3995.00,0,0,https://www.tatacliq.com/crocs-womens-splash-maroon-flip-flops/p-mp000000019500995
Inc.5,Inc.5 Women's Beige Wedge Ballets,₹2990.00,₹2990.00,0,0,https://www.tatacliq.com/inc-5-womens-beige-wedge-ballets/p-mp000000019349924
Crocs,Crocs Women's LiteRide 360 Black Back Strap Sandals,₹4246.00,₹4995.00,0,0,https://www.tatacliq.com/crocs-womens-literide-360-black-back-strap-sandals/p-mp000000019076049
Inc.5,Inc.5 Women's Pista Thong Sandals,₹2490.00,₹2490.00,0,0,https://www.tatacliq.com/inc-5-womens-pista-thong-sandals/p-mp000000019350412
adidas,Adidas Women's ADILETTE COMFORT Blue Slides,₹3999.00,₹3999.00,0,0,https://www.tatacliq.com/adidas-womens-adilette-comfort-blue-slides/p-mp000000019769834
Clarks,Clarks Women's Arla Glison 2 Olive Thong Wedges,₹3499.00,₹3499.00,5.0,1,https://www.tatacliq.com/clarks-womens-arla-glison-2-olive-thong-wedges/p-mp000000016637718
Puma,Puma Women's Everush Ash Grey Thong Sandals,₹499.00,₹999.00,0,0,https://www.tatacliq.com/puma-womens-everush-ash-grey-thong-sandals/p-mp000000018993792
Puma,Puma Women's Softride Pro Molten Black Running Shoes,₹5599.00,₹7999.00,0,0,https://www.tatacliq.com/puma-womens-softride-pro-molten-black-running-shoes/p-mp000000019498651
Van Heusen,Van Heusen Women's Beige Mule Shoes,₹766.00,₹1299.00,0,0,https://www.tatacliq.com/van-heusen-womens-beige-mule-shoes/p-mp000000019355198
Red Tape,Red Tape Women's White Running Shoes,₹1519.00,₹7599.00,4.5,2,https://www.tatacliq.com/red-tape-womens-white-running-shoes/p-mp000000019486378
Ginger by Lifestyle,Ginger by Lifestyle Women's Green Ankle Strap Sandals,₹1138.00,₹1899.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-womens-green-ankle-strap-sandals/p-mp000000018773325
Inc.5,Inc.5 Women's Antique Gold Thong Wedges,₹3890.00,₹3890.00,0,0,https://www.tatacliq.com/inc-5-womens-antique-gold-thong-wedges/p-mp000000019351418
Truffle Collection,Truffle Collection Women's Beige Casual Sandals,₹1483.00,₹2699.00,2.0,1,https://www.tatacliq.com/truffle-collection-womens-beige-casual-sandals/p-mp000000018525310
Clarks,Clarks Women's Emily2 Holly Brown Booties,₹4799.00,₹7999.00,1.0,1,https://www.tatacliq.com/clarks-womens-emily2-holly-brown-booties/p-mp000000018935989
Truffle Collection,Truffle Collection Women's Black Sneakers,₹1889.00,₹4199.00,5.0,1,https://www.tatacliq.com/truffle-collection-womens-black-sneakers/p-mp000000018328246
Clarks,Clarks Women's Cora Meadow Brown Wedge Pumps,₹3599.00,₹5999.00,0,0,https://www.tatacliq.com/clarks-womens-cora-meadow-brown-wedge-pumps/p-mp000000018933950
Campus,Campus Women's JULIUS Green Running Shoes,₹899.00,₹1399.00,4.25,8,https://www.tatacliq.com/campus-womens-julius-green-running-shoes/p-mp000000019270812
Truffle Collection,Truffle Collection Women's Black Casual Sandals,₹1349.00,₹2699.00,2.0,1,https://www.tatacliq.com/truffle-collection-womens-black-casual-sandals/p-mp000000018525172
Campus,Campus Women's KAIUS White Running Shoes,₹1709.00,₹1899.00,0,0,https://www.tatacliq.com/campus-womens-kaius-white-running-shoes/p-mp000000019270808
Hush Puppies,Hush Puppies by Bata Women's New Canna Black Ankle Strap Sandals,₹2294.00,₹2699.00,1.0,1,https://www.tatacliq.com/hush-puppies-by-bata-womens-new-canna-black-ankle-strap-sandals/p-mp000000005189976
Reebok,Reebok Women's Glide Vegan White Sneakers,₹6599.00,₹6599.00,0,0,https://www.tatacliq.com/reebok-womens-glide-vegan-white-sneakers/p-mp000000018159019
Red Tape,Red Tape Women's White Running Shoes,₹1980.00,₹6599.00,0,0,https://www.tatacliq.com/red-tape-womens-white-running-shoes/p-mp000000019105753
Clarks,Clarks Women's Orinoco2 Penny Black Loafers,₹4799.00,₹7999.00,5.0,1,https://www.tatacliq.com/clarks-womens-orinoco2-penny-black-loafers/p-mp000000018933970
Mochi,Mochi Women's Blue Flip Flops,₹1194.00,₹1990.00,0,0,https://www.tatacliq.com/mochi-womens-blue-flip-flops/p-mp000000019555762
Hush Puppies,Hush Puppies by Bata Women's Brown Thong Wedges,₹2549.00,₹2999.00,0,0,https://www.tatacliq.com/hush-puppies-by-bata-womens-brown-thong-wedges/p-mp000000018260199
Asics,Asics Women's GT-2000 12 Dusty Red Running Shoes,₹12999.00,₹12999.00,0,0,https://www.tatacliq.com/asics-womens-gt-2000-12-dusty-red-running-shoes/p-mp000000018129160
Scholl,Scholl by Bata Women's Brown Thong Wedges,₹2211.00,₹2799.00,0,0,https://www.tatacliq.com/scholl-by-bata-womens-brown-thong-wedges/p-mp000000018260742
adidas,Adidas Women's OSCILLO Black Flip Flops,₹1299.00,₹1999.00,0,0,https://www.tatacliq.com/adidas-womens-oscillo-black-flip-flops/p-mp000000019480347
Reebok,Reebok Women's Royal Complete Cln2 White Sneakers,₹3499.00,₹4999.00,0,0,https://www.tatacliq.com/reebok-womens-royal-complete-cln2-white-sneakers/p-mp000000018158986
Asics,Asics Women's GT-2000 12 Lite-Show Black Running Shoes,₹12999.00,₹12999.00,0,0,https://www.tatacliq.com/asics-womens-gt-2000-12-lite-show-black-running-shoes/p-mp000000018129388
Marie Claire,Marie Claire by Bata Women's Tan Casual Sandals,₹1184.00,₹1499.00,0,0,https://www.tatacliq.com/marie-claire-by-bata-womens-tan-casual-sandals/p-mp000000018261230
Catwalk,Catwalk Women's Rose Gold Casual Wedges,₹2076.00,₹2595.00,0,0,https://www.tatacliq.com/catwalk-womens-rose-gold-casual-wedges/p-mp000000018579743
Puma,Puma Women's PWRFrame TR 2 Black Training Shoes,₹3989.00,₹7999.00,0,0,https://www.tatacliq.com/puma-womens-pwrframe-tr-2-black-training-shoes/p-mp000000019880050
adidas,Adidas Women's DISTINCTO Black Cross Strap Sandals,₹898.00,₹1799.00,4.29,7,https://www.tatacliq.com/adidas-womens-distincto-black-cross-strap-sandals/p-mp000000017684129
Mochi,Mochi Women's Green Sneakers,₹1794.00,₹2990.00,0,0,https://www.tatacliq.com/mochi-womens-green-sneakers/p-mp000000017959816
Ginger by Lifestyle,Ginger by Lifestyle Women's Gun Metal Back Strap Wedges,₹1273.00,₹1499.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-womens-gun-metal-back-strap-wedges/p-mp000000017769271
Code by Lifestyle,Code by Lifestyle Women's Lilac Casual Stilettos,₹1018.00,₹1699.00,5.0,1,https://www.tatacliq.com/code-by-lifestyle-womens-lilac-casual-stilettos/p-mp000000017514781
Clarks,Clarks Women's Teresa Step Navy Formal Pumps,₹4899.00,₹6999.00,0,0,https://www.tatacliq.com/clarks-womens-teresa-step-navy-formal-pumps/p-mp000000018934466
Bugatti,Bugatti Women's Green Casual Loafers,₹4799.00,₹7999.00,0,0,https://www.tatacliq.com/bugatti-womens-green-casual-loafers/p-mp000000013165550
Crocs,Crocs Women's Classic Cherry Slides,₹2696.00,₹2995.00,0,0,https://www.tatacliq.com/crocs-womens-classic-cherry-slides/p-mp000000019076012
Reebok,Reebok Women's Lite 3.0 Black Running Shoes,₹3299.00,₹5999.00,0,0,https://www.tatacliq.com/reebok-womens-lite-3-0-black-running-shoes/p-mp000000018159481
Code by Lifestyle,Code by Lifestyle Women's Lime Green Casual Stilettos,₹599.00,₹1499.00,5.0,1,https://www.tatacliq.com/code-by-lifestyle-womens-lime-green-casual-stilettos/p-mp000000017514744
Crocs,Crocs Women's Classic Multicolor Back Strap Clogs,₹3572.00,₹5495.00,0,0,https://www.tatacliq.com/crocs-womens-classic-multicolor-back-strap-clogs/p-mp000000019075987
Reebok,Reebok Women's Classic Off White Running Shoes,₹5599.00,₹7999.00,0,0,https://www.tatacliq.com/reebok-womens-classic-off-white-running-shoes/p-mp000000018159295
Metro,Metro Women's Black Mule Shoes,₹1374.00,₹2290.00,0,0,https://www.tatacliq.com/metro-womens-black-mule-shoes/p-mp000000018875821
Allen Solly,Allen Solly Women's Grey Ankle Strap Sandals,₹1494.00,₹2299.00,0,0,https://www.tatacliq.com/allen-solly-womens-grey-ankle-strap-sandals/p-mp000000017413623
Truffle Collection,Truffle Collection Women's White Sneakers,₹2308.00,₹4199.00,4.75,4,https://www.tatacliq.com/truffle-collection-womens-white-sneakers/p-mp000000017695554
Reebok,Reebok Women's Energen Run 2 Black Running Shoes,₹3695.00,₹6599.00,0,0,https://www.tatacliq.com/reebok-womens-energen-run-2-black-running-shoes/p-mp000000018159355
Mochi,Mochi Women's Peach Flip Flops,₹1194.00,₹1990.00,0,0,https://www.tatacliq.com/mochi-womens-peach-flip-flops/p-mp000000019555750
Bugatti,Bugatti Women's Grey Casual Loafers,₹4199.00,₹6999.00,0,0,https://www.tatacliq.com/bugatti-womens-grey-casual-loafers/p-mp000000012211302
Campus,Campus Women's Purple Cross Strap Wedges,₹599.00,₹799.00,4.12,17,https://www.tatacliq.com/campus-womens-purple-cross-strap-wedges/p-mp000000017164337
Clarks,Clarks Women's Drift Ave Olive Thong Wedges,₹3999.00,₹3999.00,4.33,3,https://www.tatacliq.com/clarks-womens-drift-ave-olive-thong-wedges/p-mp000000016637258
Inc.5,Inc.5 Women's Light Blue Thong Sandals,₹2490.00,₹2490.00,0,0,https://www.tatacliq.com/inc-5-womens-light-blue-thong-sandals/p-mp000000019350393
Ginger by Lifestyle,Ginger by Lifestyle Women's Purple Running Shoes,₹1599.00,₹3999.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-womens-purple-running-shoes/p-mp000000017515055
Clarks,Clarks Women's Brinkley Peach Thong Wedges,₹3499.00,₹3499.00,5.0,1,https://www.tatacliq.com/clarks-womens-brinkley-peach-thong-wedges/p-mp000000016637176
Marie Claire,Marie Claire by Bata Women's Rose Gold Thong Sandals,₹1026.00,₹1299.00,0,0,https://www.tatacliq.com/marie-claire-by-bata-womens-rose-gold-thong-sandals/p-mp000000016928990
Campus,Campus Women's Jitters Grey Loafers,₹799.00,₹1099.00,3.57,7,https://www.tatacliq.com/campus-womens-jitters-grey-loafers/p-mp000000018515798
Ginger by Lifestyle,Ginger by Lifestyle Women's White Running Shoes,₹1439.00,₹3599.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-womens-white-running-shoes/p-mp000000017515035
Inc.5,Inc.5 Women's Tan Casual Booties,₹4290.00,₹4290.00,5.0,1,https://www.tatacliq.com/inc-5-womens-tan-casual-booties/p-mp000000018466082
Fila,Fila Women's DISRUPTOR II EXP Pink Sneakers,₹8999.00,₹8999.00,0,0,https://www.tatacliq.com/fila-womens-disruptor-ii-exp-pink-sneakers/p-mp000000016975273
Ginger by Lifestyle,Ginger by Lifestyle Women's Grey Running Shoes,₹1599.00,₹3999.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-womens-grey-running-shoes/p-mp000000017515047
Scholl,Scholl by Bata Women's Copper Thong Wedges,₹1974.00,₹2499.00,3.5,2,https://www.tatacliq.com/scholl-by-bata-womens-copper-thong-wedges/p-mp000000016931862
Mochi,Activ by Mochi Women's Blue Running Shoes,₹1400.00,₹3499.00,0,0,https://www.tatacliq.com/activ-by-mochi-womens-blue-running-shoes/p-mp000000017431241
Metro,Metro Women's Blue Flip Flops,₹1294.00,₹1990.00,0,0,https://www.tatacliq.com/metro-womens-blue-flip-flops/p-mp000000019555766
Asics,Asics Women's GEL-Rocket 11 Blue Indoor Court Shoes,₹6499.00,₹6499.00,0,0,https://www.tatacliq.com/asics-womens-gel-rocket-11-blue-indoor-court-shoes/p-mp000000018128732
Bata,Bata Women's Pink Casual Loafers,₹1274.00,₹1499.00,0,0,https://www.tatacliq.com/bata-womens-pink-casual-loafers/p-mp000000018258210
Clarks,Clarks Women's Torrun Multicolor Sneakers,₹8399.00,₹13999.00,0,0,https://www.tatacliq.com/clarks-womens-torrun-multicolor-sneakers/p-mp000000016635080
Marie Claire,Marie Claire by Bata Women's Nude Ethnic Sandals,₹1026.00,₹1299.00,0,0,https://www.tatacliq.com/marie-claire-by-bata-womens-nude-ethnic-sandals/p-mp000000016928996
Melange by Lifestyle,Melange by Lifestyle Women's Navy Toe Ring Sandals,₹719.00,₹1799.00,4.33,3,https://www.tatacliq.com/melange-by-lifestyle-womens-navy-toe-ring-sandals/p-mp000000016619469
