Brand,Title,Selling Price,MRP Price,Average Rating,Rating Count,Web URL 
Anubhutee,Anubhutee Teal Blue Embroidered Kurta Pant Set With Dupatta,₹1949.00,₹4399.00,0,0,https://www.tatacliq.com/anubhutee-teal-blue-embroidered-kurta-pant-set-with-dupatta/p-mp000000016655085
Biba,Biba Yellow & Blue Cotton Embroidered Kurta Leggings Set With Dupatta,₹4599.00,₹4599.00,5.0,1,https://www.tatacliq.com/biba-yellow-blue-cotton-embroidered-kurta-leggings-set-with-dupatta/p-mp000000019647810
Rangmanch by Pantaloons,Rangmanch by Pantaloons Yellow Embroidered Kurta Pant Set With Dupatta,₹1820.00,₹2599.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-yellow-embroidered-kurta-pant-set-with-dupatta/p-mp000000017750984
Jaipur Kurti,Jaipur Kurti Beige & Pink Cotton Printed Kurti Sharara Set,₹1300.00,₹3399.00,0,0,https://www.tatacliq.com/jaipur-kurti-beige-pink-cotton-printed-kurti-sharara-set/p-mp000000012987600
Ishin,Ishin Black & White Kurta Pant Set,₹835.00,₹3799.00,3.36,11,https://www.tatacliq.com/ishin-black-white-kurta-pant-set/p-mp000000015916397
Juniper,Juniper Black Embroidered Kurta Pant Set,₹2250.00,₹4999.00,5.0,1,https://www.tatacliq.com/juniper-black-embroidered-kurta-pant-set/p-mp000000010691043
Ishin,Ishin Black Embroidered Kurta Pant Set With Dupatta,₹2149.00,₹6099.00,0,0,https://www.tatacliq.com/ishin-black-embroidered-kurta-pant-set-with-dupatta/p-mp000000016325933
Biba,Biba Green & Red Embroidered Kurta With Pant & Dupatta,₹7995.00,₹7995.00,0,0,https://www.tatacliq.com/biba-green-red-embroidered-kurta-with-pant-dupatta/p-mp000000019269881
Juniper,Juniper Green Printed Kurta Palazzo Set With Dupatta,₹2099.00,₹4197.00,0,0,https://www.tatacliq.com/juniper-green-printed-kurta-palazzo-set-with-dupatta/p-mp000000009858147
Khushal K,Khushal K Green Rayon Kurta With Sharara & Dupatta,₹1515.00,₹5050.00,0,0,https://www.tatacliq.com/khushal-k-green-rayon-kurta-with-sharara-dupatta/p-mp000000011852081
Divena,Divena Green Cotton Kurta Pant Set With Dupatta,₹2699.00,₹5399.00,0,0,https://www.tatacliq.com/divena-green-cotton-kurta-pant-set-with-dupatta/p-mp000000015499247
Stylum,Stylum Green Embroidered Kurti Sharara Set With Dupatta,₹1326.00,₹3399.00,0,0,https://www.tatacliq.com/stylum-green-embroidered-kurti-sharara-set-with-dupatta/p-mp000000016819509
Vark,"Vark by Westside Peach Embroidered Kurta, Inner, Pants & Dupatta Set",₹3299.00,₹3299.00,4.8,5,https://www.tatacliq.com/vark-by-westside-peach-embroidered-kurta-inner-pants-dupatta-set/p-mp000000018265671
Jaipur Kurti,Jaipur Kurti Pink & Maroon Embroidered Kurta Pant Set With Dupatta,₹1129.00,₹3899.00,4.0,1,https://www.tatacliq.com/jaipur-kurti-pink-maroon-embroidered-kurta-pant-set-with-dupatta/p-mp000000012987542
Khushal K,Khushal K Pink Cotton Kurta With Palazzo & Dupatta,₹1425.00,₹4750.00,3.17,12,https://www.tatacliq.com/khushal-k-pink-cotton-kurta-with-palazzo-dupatta/p-mp000000011852085
Melange by Lifestyle,Melange by Lifestyle Yellow & White Embroidered Kurta Palazzo Set With Dupatta,₹2499.00,₹4999.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-yellow-white-embroidered-kurta-palazzo-set-with-dupatta/p-mp000000016830677
Skylee,Skylee Beige Printed Kurta Pant Set With Dupatta,₹849.00,₹3311.00,0,0,https://www.tatacliq.com/skylee-beige-printed-kurta-pant-set-with-dupatta/p-mp000000019416738
SHOWOFF,SHOWOFF Black & White Embellished Kurta With Pants & Dupatta,₹4488.00,₹11220.00,0,0,https://www.tatacliq.com/showoff-black-white-embellished-kurta-with-pants-dupatta/p-mp000000019195777
SHOWOFF,SHOWOFF Cream Embroidered Kurta With Pants & Dupatta,₹3176.00,₹7940.00,0,0,https://www.tatacliq.com/showoff-cream-embroidered-kurta-with-pants-dupatta/p-mp000000019195215
Indo Era,Indo Era Green Embroidered Kurta Pant Set With Dupatta,₹2099.00,₹4999.00,0,0,https://www.tatacliq.com/indo-era-green-embroidered-kurta-pant-set-with-dupatta/p-mp000000019390792
Skylee,Skylee Green Striped Kurti Pant Set,₹699.00,₹2797.00,0,0,https://www.tatacliq.com/skylee-green-striped-kurti-pant-set/p-mp000000019417664
SCAKHI,SCAKHI Green Printed Kurta Pant Set With Dupatta,₹5459.00,₹8399.00,0,0,https://www.tatacliq.com/scakhi-green-printed-kurta-pant-set-with-dupatta/p-mp000000019625036
Indo Era,Indo Era Maroon Embroidered Kurta With Pant & Dupatta,₹2099.00,₹8799.00,0,0,https://www.tatacliq.com/indo-era-maroon-embroidered-kurta-with-pant-dupatta/p-mp000000019103592
Vark,"Vark by Westside Mustard Solid Anarkali Kurta, Pants, Dupatta Set",₹2599.00,₹2599.00,5.0,2,https://www.tatacliq.com/vark-by-westside-mustard-solid-anarkali-kurta-pants-dupatta-set/p-mp000000018861135
Ishin,Ishin Navy Cotton Embroidered Kurta Pant Set With Dupatta,₹3000.00,₹7500.00,0,0,https://www.tatacliq.com/ishin-navy-cotton-embroidered-kurta-pant-set-with-dupatta/p-mp000000019609992
Rangita,Rangita Peach Woven Pattern Kurta Pant Set,₹1399.00,₹3199.00,0,0,https://www.tatacliq.com/rangita-peach-woven-pattern-kurta-pant-set/p-mp000000019628574
Soch,Soch Powder Blue & White Embroidered Kurta Palazzo Set,₹2998.00,₹2998.00,0,0,https://www.tatacliq.com/soch-powder-blue-white-embroidered-kurta-palazzo-set/p-mp000000019049201
SCAKHI,SCAKHI White Cotton Embroidered Kurta Palazzo Set With Dupatta,₹5579.00,₹9299.00,0,0,https://www.tatacliq.com/scakhi-white-cotton-embroidered-kurta-palazzo-set-with-dupatta/p-mp000000019624967
W,W Yellow Cotton Printed Kurta Palazzo Set,₹2339.00,₹3599.00,0,0,https://www.tatacliq.com/w-yellow-cotton-printed-kurta-palazzo-set/p-mp000000018976148
Soch,Soch Yellow Embellished Kurta Pant Set With Dupatta,₹7998.00,₹7998.00,0,0,https://www.tatacliq.com/soch-yellow-embellished-kurta-pant-set-with-dupatta/p-mp000000019049467
Fashor,Fashor Blue Cotton Embroidered Kurta Pant Set,₹1679.00,₹3599.00,0,0,https://www.tatacliq.com/fashor-blue-cotton-embroidered-kurta-pant-set/p-mp000000018364701
Yufta,Yufta Blue Cotton Printed Kurta Pant Set With Dupatta,₹1799.00,₹3999.00,0,0,https://www.tatacliq.com/yufta-blue-cotton-printed-kurta-pant-set-with-dupatta/p-mp000000018864087
Biba,Biba Brown Printed Kurta Palazzo Set,₹3599.00,₹3599.00,3.0,1,https://www.tatacliq.com/biba-brown-printed-kurta-palazzo-set/p-mp000000018533481
W,W Green Floral Print Kurta Pant Set With Dupatta,₹2999.00,₹2999.00,0,0,https://www.tatacliq.com/w-green-floral-print-kurta-pant-set-with-dupatta/p-mp000000018976228
Yufta,Yufta Grey Embroidered Kurta Pant Set With Dupatta,₹2699.00,₹5999.00,0,0,https://www.tatacliq.com/yufta-grey-embroidered-kurta-pant-set-with-dupatta/p-mp000000018864075
Biba,Biba Mustard & Off-White Woven Pattern Kurta Palazzo Set,₹3599.00,₹3599.00,0,0,https://www.tatacliq.com/biba-mustard-off-white-woven-pattern-kurta-palazzo-set/p-mp000000018832043
Fashor,Fashor Pink Printed Tunic Pant Set,₹1649.00,₹3699.00,0,0,https://www.tatacliq.com/fashor-pink-printed-tunic-pant-set/p-mp000000018364813
Aurelia,Aurelia Pink Cotton Striped Kurta Palazzo Set,₹2999.00,₹2999.00,0,0,https://www.tatacliq.com/aurelia-pink-cotton-striped-kurta-palazzo-set/p-mp000000018834885
Indi Inside,Indi Inside Red Georgette Embroidered Kurta With Churidar & Dupatta,₹2799.00,₹3999.00,0,0,https://www.tatacliq.com/indi-inside-red-georgette-embroidered-kurta-with-churidar-dupatta/p-mp000000019579051
Janasya,Janasya Teal Floral Print Kurta With Palazzo & Dupatta,₹1999.00,₹4499.00,0,0,https://www.tatacliq.com/janasya-teal-floral-print-kurta-with-palazzo-dupatta/p-mp000000019007936
Aurelia,Aurelia White Printed Kurti Pant Set,₹2799.00,₹2799.00,0,0,https://www.tatacliq.com/aurelia-white-printed-kurti-pant-set/p-mp000000018834985
Janasya,Janasya Yellow Cotton Floral Print Kurta With Palazzo & Dupatta,₹1879.00,₹4799.00,0,0,https://www.tatacliq.com/janasya-yellow-cotton-floral-print-kurta-with-palazzo-dupatta/p-mp000000019008039
Rangmanch by Pantaloons,Rangmanch by Pantaloons Blue Cotton Floral Print Kurta Palazzo Set,₹878.00,₹3249.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-blue-cotton-floral-print-kurta-palazzo-set/p-mp000000017750011
Anubhutee,Anubhutee Green Embroidered Kurta Pant Set With Dupatta,₹1899.00,₹4599.00,4.0,1,https://www.tatacliq.com/anubhutee-green-embroidered-kurta-pant-set-with-dupatta/p-mp000000016445882
Rangmanch by Pantaloons,Rangmanch by Pantaloons Green Floral Print Kurta Palazzo Set,₹754.00,₹2599.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-green-floral-print-kurta-palazzo-set/p-mp000000017750387
Stylum,Stylum Lilac Cotton Striped Tunic Pant Set,₹1040.00,₹2599.00,0,0,https://www.tatacliq.com/stylum-lilac-cotton-striped-tunic-pant-set/p-mp000000016819683
Stylum,Stylum Peach Striped Kurta Pant Set,₹1000.00,₹2499.00,4.5,2,https://www.tatacliq.com/stylum-peach-striped-kurta-pant-set/p-mp000000016820066
Vaamsi,Vaamsi Pink & White Printed Kurta Palazzo Set With Dupatta,₹699.00,₹2997.00,4.0,2,https://www.tatacliq.com/vaamsi-pink-white-printed-kurta-palazzo-set-with-dupatta/p-mp000000016399094
Anubhutee,Anubhutee Pink Cotton Printed Kurta Pant Set With Dupatta,₹2049.00,₹4699.00,2.0,1,https://www.tatacliq.com/anubhutee-pink-cotton-printed-kurta-pant-set-with-dupatta/p-mp000000016655195
Vaamsi,Vaamsi Sea Green Embellished Kurta Pant Set With Dupatta,₹1545.00,₹2997.00,1.0,1,https://www.tatacliq.com/vaamsi-sea-green-embellished-kurta-pant-set-with-dupatta/p-mp000000016401463
Melange by Lifestyle,Melange by Lifestyle Teal Blue Cotton Embroidered Kurta Pant Set,₹1399.00,₹3499.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-teal-blue-cotton-embroidered-kurta-pant-set/p-mp000000016831381
Indi Inside,Indi Inside Wine Silk Embellished Kurta Sharara Set,₹1200.00,₹2999.00,0,0,https://www.tatacliq.com/indi-inside-wine-silk-embellished-kurta-sharara-set/p-mp000000019579029
Jaipur Kurti,Jaipur Kurti Black Cotton Printed Kurta Pant Set With Dupatta,₹1534.00,₹3449.00,0,0,https://www.tatacliq.com/jaipur-kurti-black-cotton-printed-kurta-pant-set-with-dupatta/p-mp000000012987609
Khushal K,Khushal K Coral Rayon Kurta With Palazzo & Dupatta,₹1335.00,₹4450.00,1.0,1,https://www.tatacliq.com/khushal-k-coral-rayon-kurta-with-palazzo-dupatta/p-mp000000011852098
Juniper,Juniper Jade Green & Brown Embroidered Kurta Palazzo Set,₹2199.00,₹3998.00,1.0,1,https://www.tatacliq.com/juniper-jade-green-brown-embroidered-kurta-palazzo-set/p-mp000000007979190
Vark,"Vark by Westside Light Sage Anarkali, Ethnic Pant, Dupatta Set",₹3299.00,₹3299.00,5.0,2,https://www.tatacliq.com/vark-by-westside-light-sage-anarkali-ethnic-pant-dupatta-set/p-mp000000016987904
Ishin,Ishin Off-White Printed Kurta & Pant Set With Dupatta,₹1899.00,₹5499.00,0,0,https://www.tatacliq.com/ishin-off-white-printed-kurta-pant-set-with-dupatta/p-mp000000015916065
Ishin,Ishin Pink Cotton Printed Kurta Pant Set,₹949.00,₹3999.00,3.91,93,https://www.tatacliq.com/ishin-pink-cotton-printed-kurta-pant-set/p-mp000000008976865
Jaipur Kurti,Jaipur Kurti Red Floral Print Kurta Pant Set,₹4779.00,₹8699.00,0,0,https://www.tatacliq.com/jaipur-kurti-red-floral-print-kurta-pant-set/p-mp000000019620848
Divena,Divena White Cotton Printed Kurta Palazzo Set With Dupatta,₹2199.00,₹4399.00,0,0,https://www.tatacliq.com/divena-white-cotton-printed-kurta-palazzo-set-with-dupatta/p-mp000000015499261
Khushal K,Khushal K Yellow Rayon Kurta & Palazzo Set,₹1095.00,₹3650.00,3.0,2,https://www.tatacliq.com/khushal-k-yellow-rayon-kurta-palazzo-set/p-mp000000011852075
Jaipur Kurti,Jaipur Kurti Yellow Embroidered Kurta Pant Set With Dupatta,₹1406.00,₹4049.00,0,0,https://www.tatacliq.com/jaipur-kurti-yellow-embroidered-kurta-pant-set-with-dupatta/p-mp000000012987595
SHOWOFF,SHOWOFF Coral Embellished Kurta With Pants & Dupatta,₹4488.00,₹11220.00,0,0,https://www.tatacliq.com/showoff-coral-embellished-kurta-with-pants-dupatta/p-mp000000019195846
Jaipur Kurti,Jaipur Kurti Green Embroidered Kurta Pant Set With Dupatta,₹2374.00,₹6699.00,4.0,1,https://www.tatacliq.com/jaipur-kurti-green-embroidered-kurta-pant-set-with-dupatta/p-mp000000012909557
Skylee,Skylee Green Printed Kurta Pant Set,₹669.00,₹2483.00,0,0,https://www.tatacliq.com/skylee-green-printed-kurta-pant-set/p-mp000000019417746
Soch,Soch Grey Printed Kurta Pant Set With Dupatta,₹4998.00,₹4998.00,0,0,https://www.tatacliq.com/soch-grey-printed-kurta-pant-set-with-dupatta/p-mp000000019049644
SCAKHI,SCAKHI Grey Printed Kurta Pant Set With Dupatta,₹4124.00,₹7499.00,0,0,https://www.tatacliq.com/scakhi-grey-printed-kurta-pant-set-with-dupatta/p-mp000000019625049
Indo Era,Indo Era Mustard Embroidered Kurta With Pant & Dupatta,₹2539.00,₹6999.00,0,0,https://www.tatacliq.com/indo-era-mustard-embroidered-kurta-with-pant-dupatta/p-mp000000019371490
SHOWOFF,SHOWOFF Navy Embellished Kurta With Sharara,₹2240.00,₹5600.00,0,0,https://www.tatacliq.com/showoff-navy-embellished-kurta-with-sharara/p-mp000000019195254
Vark,"Vark by Westside Off White Floral Kurta, Palazzos, Dupatta & Inner Set",₹3299.00,₹3299.00,0,0,https://www.tatacliq.com/vark-by-westside-off-white-floral-kurta-palazzos-dupatta-inner-set/p-mp000000019365437
Jaipur Kurti,Jaipur Kurti Orange Printed Shirt & Pant Set,₹2859.00,₹5199.00,0,0,https://www.tatacliq.com/jaipur-kurti-orange-printed-shirt-pant-set/p-mp000000019620785
Soch,Soch Peach Embellished Kurta Pant Set With Dupatta,₹6998.00,₹6998.00,0,0,https://www.tatacliq.com/soch-peach-embellished-kurta-pant-set-with-dupatta/p-mp000000019049562
Skylee,Skylee Purple & White Embellished Kurta Pant Set With Dupatta,₹859.00,₹3397.00,0,0,https://www.tatacliq.com/skylee-purple-white-embellished-kurta-pant-set-with-dupatta/p-mp000000019416766
Indo Era,Indo Era Purple Embroidered Kurti Sharara Set With Dupatta,₹2539.00,₹6999.00,0,0,https://www.tatacliq.com/indo-era-purple-embroidered-kurti-sharara-set-with-dupatta/p-mp000000019390323
SCAKHI,SCAKHI Red Embroidered Kurti Palazzo Set With Dupatta,₹7669.00,₹11799.00,0,0,https://www.tatacliq.com/scakhi-red-embroidered-kurti-palazzo-set-with-dupatta/p-mp000000019625386
Biba,Biba Beige & Pink Printed Kurta Palazzo Set With Dupatta,₹3999.00,₹3999.00,0,0,https://www.tatacliq.com/biba-beige-pink-printed-kurta-palazzo-set-with-dupatta/p-mp000000018832897
Stylum,Stylum Beige Zari Work Kurti Sharara Set With Dupatta,₹1320.00,₹3299.00,0,0,https://www.tatacliq.com/stylum-beige-zari-work-kurti-sharara-set-with-dupatta/p-mp000000016819669
Fashor,Fashor Blue Printed Kurta Palazzo Set With Dupatta,₹2049.00,₹4599.00,0,0,https://www.tatacliq.com/fashor-blue-printed-kurta-palazzo-set-with-dupatta/p-mp000000018364756
Yufta,Yufta Blue Cotton Printed Kurta Pant Set,₹2208.00,₹4699.00,0,0,https://www.tatacliq.com/yufta-blue-cotton-printed-kurta-pant-set/p-mp000000018864051
W,W Brown & Beige Floral Print Kurta Pant Set,₹2404.00,₹3699.00,5.0,1,https://www.tatacliq.com/w-brown-beige-floral-print-kurta-pant-set/p-mp000000018976066
Jaipur Kurti,Jaipur Kurti Brown Printed Kurta Pant Set,₹2529.00,₹4599.00,0,0,https://www.tatacliq.com/jaipur-kurti-brown-printed-kurta-pant-set/p-mp000000019620815
Ojas Design,Ojas Design Green Embroidered Kurta Palazzo Set,₹2879.00,₹3599.00,0,0,https://www.tatacliq.com/ojas-design-green-embroidered-kurta-palazzo-set/p-mp000000010822449
Janasya,Janasya Green Cotton Floral Print Kurta Pant Set,₹1779.00,₹4439.00,0,0,https://www.tatacliq.com/janasya-green-cotton-floral-print-kurta-pant-set/p-mp000000018915399
Janasya,Janasya Green Cotton Floral Print Kurta Pant Set,₹1779.00,₹4439.00,0,0,https://www.tatacliq.com/janasya-green-cotton-floral-print-kurta-pant-set/p-mp000000018915425
W,W Grey Cotton Embroidered Kurta Palazzo Set,₹3054.00,₹4699.00,0,0,https://www.tatacliq.com/w-grey-cotton-embroidered-kurta-palazzo-set/p-mp000000018976171
Biba,Biba Mustard Embroidered Kurta Churidar Set With Dupatta,₹7995.00,₹7995.00,0,0,https://www.tatacliq.com/biba-mustard-embroidered-kurta-churidar-set-with-dupatta/p-mp000000018832759
Fashor,Fashor Peach & White Cotton Embroidered Kurta Pant Set With Dupatta,₹1799.00,₹3999.00,0,0,https://www.tatacliq.com/fashor-peach-white-cotton-embroidered-kurta-pant-set-with-dupatta/p-mp000000018365098
Aurelia,Aurelia Purple Cotton Embroidered Kurta Pant Set,₹1679.00,₹2799.00,0,0,https://www.tatacliq.com/aurelia-purple-cotton-embroidered-kurta-pant-set/p-mp000000018282818
Indi Inside,Indi Inside Black Georgette Embroidered Crop Top & Pant Set With Long Shrug,₹2159.00,₹2999.00,0,0,https://www.tatacliq.com/indi-inside-black-georgette-embroidered-crop-top-pant-set-with-long-shrug/p-mp000000019579034
Melange by Lifestyle,Melange by Lifestyle Blue Cotton Embroidered Kurta Pant Set,₹1399.00,₹3499.00,0,0,https://www.tatacliq.com/melange-by-lifestyle-blue-cotton-embroidered-kurta-pant-set/p-mp000000016831385
Stylum,Stylum Coral Floral Print Kurti Sharara Set With Dupatta,₹1368.00,₹3599.00,0,0,https://www.tatacliq.com/stylum-coral-floral-print-kurti-sharara-set-with-dupatta/p-mp000000016819998
Vaamsi,Vaamsi Grey Cotton Blend Floral Print Kurta Pant Set With Dupatta,₹1030.00,₹3497.00,5.0,1,https://www.tatacliq.com/vaamsi-grey-cotton-blend-floral-print-kurta-pant-set-with-dupatta/p-mp000000016401016
Yufta,Yufta Grey Cotton Floral Print Kurta Salwar Set With Dupatta,₹1294.00,₹3699.00,2.0,2,https://www.tatacliq.com/yufta-grey-cotton-floral-print-kurta-salwar-set-with-dupatta/p-mp000000016447575
Rangmanch by Pantaloons,Rangmanch by Pantaloons Grey Cotton Floral Print Kurta Palazzo Set,₹878.00,₹3249.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-grey-cotton-floral-print-kurta-palazzo-set/p-mp000000017750131
Vaamsi,Vaamsi Maroon Cotton Blend Printed Kurta Pant Set With Dupatta,₹1030.00,₹3748.00,5.0,1,https://www.tatacliq.com/vaamsi-maroon-cotton-blend-printed-kurta-pant-set-with-dupatta/p-mp000000016402416
SCAKHI,SCAKHI Off-White & Purple Printed Kurta Pant Set With Dupatta,₹5134.00,₹7899.00,0,0,https://www.tatacliq.com/scakhi-off-white-purple-printed-kurta-pant-set-with-dupatta/p-mp000000019625362
Anubhutee,Anubhutee Olive Green & Off-White Cotton Printed Kurta Pant Set With Dupatta,₹1468.53,₹4349.00,0,0,https://www.tatacliq.com/anubhutee-olive-green-off-white-cotton-printed-kurta-pant-set-with-dupatta/p-mp000000016445941
Stylum,Stylum Orange Striped Kurta pant Set,₹836.00,₹2199.00,0,0,https://www.tatacliq.com/stylum-orange-striped-kurta-pant-set/p-mp000000016819795
Melange by Lifestyle,Melange by Lifestyle Pink & Yellow Floral Print Kurta Pant Set,₹1049.00,₹3499.00,5.0,1,https://www.tatacliq.com/melange-by-lifestyle-pink-yellow-floral-print-kurta-pant-set/p-mp000000016831424
Rangmanch by Pantaloons,Rangmanch by Pantaloons Sage Green Cotton Floral Print Kurta Palazzo Set,₹878.00,₹3249.00,0,0,https://www.tatacliq.com/rangmanch-by-pantaloons-sage-green-cotton-floral-print-kurta-palazzo-set/p-mp000000017750035
Stylum,Stylum Turquoise & White Embroidered Kurta Pant Set With Dupatta,₹1406.00,₹3699.00,0,0,https://www.tatacliq.com/stylum-turquoise-white-embroidered-kurta-pant-set-with-dupatta/p-mp000000016819845
Ojas Design,Ojas Design Yellow Embroidered Kurta Pant Set,₹7480.00,₹9350.00,0,0,https://www.tatacliq.com/ojas-design-yellow-embroidered-kurta-pant-set/p-mp000000010822438
Khushal K,Khushal K Beige & Red Rayon Kurta & Palazzo Set,₹1169.70,₹3899.00,0,0,https://www.tatacliq.com/khushal-k-beige-red-rayon-kurta-palazzo-set/p-mp000000011852052
Anubhutee,Anubhutee Brown Cotton Embroidered Kurta Pant Set With Dupatta,₹1699.00,₹4199.00,5.0,1,https://www.tatacliq.com/anubhutee-brown-cotton-embroidered-kurta-pant-set-with-dupatta/p-mp000000016445895
Jaipur Kurti,Jaipur Kurti Maroon Cotton Embroidered Kurta Palazzo Set With Dupatta,₹1950.00,₹5649.00,0,0,https://www.tatacliq.com/jaipur-kurti-maroon-cotton-embroidered-kurta-palazzo-set-with-dupatta/p-mp000000012909582
Divena,Divena Maroon Cotton Floral Print Kurta Salwar Set,₹1699.00,₹3399.00,0,0,https://www.tatacliq.com/divena-maroon-cotton-floral-print-kurta-salwar-set/p-mp000000015352300
SHOWOFF,SHOWOFF Multicolor Embellished Kurti With Sharara & Dupatta,₹3736.00,₹9340.00,0,0,https://www.tatacliq.com/showoff-multicolor-embellished-kurti-with-sharara-dupatta/p-mp000000019195643
Ishin,Ishin Off-White Embroidered Kurta & Pant Set With Dupatta,₹2899.00,₹7699.00,0,0,https://www.tatacliq.com/ishin-off-white-embroidered-kurta-pant-set-with-dupatta/p-mp000000015915839
Jaipur Kurti,Jaipur Kurti Pink Pure Cotton Embroidered Kurti Sharara Set With Dupatta,₹1634.00,₹4749.00,0,0,https://www.tatacliq.com/jaipur-kurti-pink-pure-cotton-embroidered-kurti-sharara-set-with-dupatta/p-mp000000012835779
Ishin,Ishin Sea Green Embroidered Kurta Pant Set With Dupatta,₹2649.00,₹7199.00,1.0,1,https://www.tatacliq.com/ishin-sea-green-embroidered-kurta-pant-set-with-dupatta/p-mp000000015916321
Divena,Divena White & Blue Cotton Floral Print Kurta Pant Set,₹1399.00,₹2799.00,0,0,https://www.tatacliq.com/divena-white-blue-cotton-floral-print-kurta-pant-set/p-mp000000015351713
Juniper,Juniper White & Blue Printed Kurti Sharara Set With Dupatta,₹2144.00,₹3899.00,5.0,1,https://www.tatacliq.com/juniper-white-blue-printed-kurti-sharara-set-with-dupatta/p-mp000000007605774
Juniper,Juniper Women'S White Embroidered And Printed Kurta Sharara Dupatta Set,₹2339.00,₹3899.00,5.0,1,https://www.tatacliq.com/juniper-womens-white-embroidered-and-printed-kurta-sharara-dupatta-set/p-mp000000007256034
Soch,Soch Grey Embroidered Kurta Pant Set,₹2998.00,₹2998.00,0,0,https://www.tatacliq.com/soch-grey-embroidered-kurta-pant-set/p-mp000000019049232
SHOWOFF,SHOWOFF Magenta Floral Print Kurta With Pants & Dupatta,₹2624.00,₹6560.00,0,0,https://www.tatacliq.com/showoff-magenta-floral-print-kurta-with-pants-dupatta/p-mp000000019195673
SHOWOFF,SHOWOFF Maroon Embroidered Kurta With Pants & Dupatta,₹4124.00,₹10310.00,0,0,https://www.tatacliq.com/showoff-maroon-embroidered-kurta-with-pants-dupatta/p-mp000000019195667
SCAKHI,SCAKHI Mustard Embroidered Kurti Palazzo Set With Dupatta,₹7669.00,₹11799.00,0,0,https://www.tatacliq.com/scakhi-mustard-embroidered-kurti-palazzo-set-with-dupatta/p-mp000000019625371
Soch,Soch Off-White & Red Embellished Kurta Pant Set With Dupatta,₹6998.00,₹6998.00,0,0,https://www.tatacliq.com/soch-off-white-red-embellished-kurta-pant-set-with-dupatta/p-mp000000019049600
Indo Era,Indo Era Off-White Embroidered Kurta Pant Set With Dupatta,₹2299.00,₹6999.00,0,0,https://www.tatacliq.com/indo-era-off-white-embroidered-kurta-pant-set-with-dupatta/p-mp000000019390579
SHOWOFF,SHOWOFF Orange Embellished Kurta With Pants & Dupatta,₹3736.00,₹9340.00,0,0,https://www.tatacliq.com/showoff-orange-embellished-kurta-with-pants-dupatta/p-mp000000019196586
Vark,"Vark by Westside Peach Embroidery Kurta, Inner, Bottom & Dupatta Set",₹3499.00,₹3499.00,0,0,https://www.tatacliq.com/vark-by-westside-peach-embroidery-kurta-inner-bottom-dupatta-set/p-mp000000018096957
Skylee,Skylee Pink & White Printed Kurta Pant Set With Dupatta,₹1059.00,₹3940.00,0,0,https://www.tatacliq.com/skylee-pink-white-printed-kurta-pant-set-with-dupatta/p-mp000000019416168
Indo Era,Indo Era Purple Embroidered Kurta Pant Set With Dupatta,₹1839.00,₹4599.00,0,0,https://www.tatacliq.com/indo-era-purple-embroidered-kurta-pant-set-with-dupatta/p-mp000000019390703
Skylee,Skylee Red & Green Printed Kurti Salwar Set With Dupatta,₹999.00,₹3826.00,0,0,https://www.tatacliq.com/skylee-red-green-printed-kurti-salwar-set-with-dupatta/p-mp000000019416469
Vark,"Vark by Westside Turquoise Kurta with Inner, Palazzos & Dupatta",₹3499.00,₹3499.00,5.0,1,https://www.tatacliq.com/vark-by-westside-turquoise-kurta-with-inner-palazzos-dupatta/p-mp000000019025477
SCAKHI,SCAKHI White Embroidered Kurta Pant Set With Dupatta,₹5999.00,₹9999.00,0,0,https://www.tatacliq.com/scakhi-white-embroidered-kurta-pant-set-with-dupatta/p-mp000000019625499
Juniper,Juniper Yellow Printed Kurta Sharara Set,₹1574.00,₹3498.00,0,0,https://www.tatacliq.com/juniper-yellow-printed-kurta-sharara-set/p-mp000000012678537
Fashor,Fashor Beige Printed Kurta Pant Set With Dupatta,₹3099.00,₹6599.00,5.0,1,https://www.tatacliq.com/fashor-beige-printed-kurta-pant-set-with-dupatta/p-mp000000018365048
Fashor,Fashor Black Cotton Printed Kurta Pant Set With Dupatta,₹1949.00,₹4399.00,0,0,https://www.tatacliq.com/fashor-black-cotton-printed-kurta-pant-set-with-dupatta/p-mp000000018364991
SHOWOFF,SHOWOFF Cream Embellished Kurta With Pants & Dupatta,₹2936.00,₹7340.00,0,0,https://www.tatacliq.com/showoff-cream-embellished-kurta-with-pants-dupatta/p-mp000000019195741
Janasya,Janasya Green Cotton Floral Print Kurta Pant Set,₹1419.00,₹3889.00,0,0,https://www.tatacliq.com/janasya-green-cotton-floral-print-kurta-pant-set/p-mp000000018915420
W,W Iron Grey Printed Kurta Pant Set With Dupatta,₹2989.00,₹4599.00,0,0,https://www.tatacliq.com/w-iron-grey-printed-kurta-pant-set-with-dupatta/p-mp000000018976030
Aurelia,Aurelia Pink & Grey Striped Short Kurti Pant Set,₹1589.00,₹2649.00,0,0,https://www.tatacliq.com/aurelia-pink-grey-striped-short-kurti-pant-set/p-mp000000018282880
