Brand,Title,Selling Price,MRP Price,Average Rating,Rating Count,Web URL
Utsa,Utsa by Westside Maroon Mandala Mirror Embroidered A-Line Kurta,₹1299.00,₹1299.00,4.58,12,https://www.tatacliq.com/utsa-by-westside-maroon-mandala-mirror-embroidered-a-line-kurta/p-mp000000019791036
Biba,Biba Navy Printed Straight Kurta,₹1019.00,₹1699.00,0,0,https://www.tatacliq.com/biba-navy-printed-straight-kurta/p-mp000000010826512
W,W Coral Embroidered Straight Kurta,₹664.00,₹1899.00,3.6,5,https://www.tatacliq.com/w-coral-embroidered-straight-kurta/p-mp000000016540910
Utsa,Utsa by Westside Yoke Embroidered Purple Kurta,₹1299.00,₹1299.00,4.67,12,https://www.tatacliq.com/utsa-by-westside-yoke-embroidered-purple-kurta/p-mp000000019681582
Yufta,Yufta Green Striped Straight Kurta,₹509.00,₹1699.00,3.0,2,https://www.tatacliq.com/yufta-green-striped-straight-kurta/p-mp000000013314147
Utsa,Utsa by Westside Mustard Anarkali Kurta & Inner,₹1699.00,₹1699.00,3.86,7,https://www.tatacliq.com/utsa-by-westside-mustard-anarkali-kurta-inner/p-mp000000019365537
Yufta,Yufta Lavender Rayon Embroidered A Line Kurta,₹699.00,₹1999.00,4.33,64,https://www.tatacliq.com/yufta-lavender-rayon-embroidered-a-line-kurta/p-mp000000014724303
Rain and Rainbow,Rain and Rainbow Navy Cotton Floral Print Anarkali Kurta,₹1497.00,₹2995.00,0,0,https://www.tatacliq.com/rain-and-rainbow-navy-cotton-floral-print-anarkali-kurta/p-mp000000014317912
W,W Teal Blue Straight Kurta,₹899.00,₹1799.00,0,0,https://www.tatacliq.com/w-teal-blue-straight-kurta/p-mp000000014403666
Utsa,Utsa by Westside Indigo Mirror Embroidered Anarkali Kurta,₹1699.00,₹1699.00,4.5,12,https://www.tatacliq.com/utsa-by-westside-indigo-mirror-embroidered-anarkali-kurta/p-mp000000019563998
Rangita,Rangita Maroon Embroidered A Line Kurta,₹899.00,₹1599.00,4.33,3,https://www.tatacliq.com/rangita-maroon-a-line-kurta/p-mp000000015614366
W,W Olive Green Geometric Print Straight Kurta,₹849.00,₹1699.00,4.5,4,https://www.tatacliq.com/w-olive-green-geometric-print-straight-kurta/p-mp000000014403960
W,W Red Embroidered Straight Kurta,₹2599.00,₹2599.00,0,0,https://www.tatacliq.com/w-red-embroidered-straight-kurta/p-mp000000019627450
Anubhutee,Anubhutee Purple Cotton Embroidered Straight Kurta,₹699.00,₹2399.00,0,0,https://www.tatacliq.com/anubhutee-purple-cotton-embroidered-straight-kurta/p-mp000000019608335
