Brand,Title,Selling Price,MRP Price,Average Rating,Rating Count,Web URL 
U.S. Polo Assn.,U.S. Polo Assn. Dark Blue Cotton Skinny Fit Jeans,₹2474.00,₹3299.00,4.48,25,https://www.tatacliq.com/u-s-polo-assn-dark-blue-cotton-skinny-fit-jeans/p-mp000000015591965
Levi's,Levi's Blue Bootcut Jeans,₹1920.00,₹4799.00,3.61,18,https://www.tatacliq.com/levis-blue-bootcut-jeans/p-mp000000017069022
Louis Philippe Jeans,Louis Philippe Jeans Blue Regular Fit Jeans,₹2144.00,₹3299.00,3.15,13,https://www.tatacliq.com/louis-philippe-jeans-blue-regular-fit-jeans/p-mp000000016280554
Pepe Jeans,Pepe Jeans Blue Tapered Fit Jeans,₹1900.00,₹3799.00,3.67,18,https://www.tatacliq.com/pepe-jeans-blue-tapered-fit-jeans/p-mp000000016971588
Levi's,Levi's 511 Blue Slim Fit Jeans,₹1350.00,₹2999.00,2.5,4,https://www.tatacliq.com/levis-511-blue-slim-fit-jeans/p-mp000000018457861
Red Tape,Red Tape Olive Skinny Fit Jeans,₹1424.00,₹5699.00,4.36,11,https://www.tatacliq.com/red-tape-olive-skinny-fit-jeans/p-mp000000017245031
Mufti,Mufti Blue Skinny Fit Lightly Washed Jeans,₹1935.00,₹4299.00,4.38,8,https://www.tatacliq.com/mufti-blue-skinny-fit-lightly-washed-jeans/p-mp000000014420378
U.S. Polo Assn.,U.S. Polo Assn. Blue Cotton Slim Fit Jeans,₹2399.00,₹3999.00,4.0,1,https://www.tatacliq.com/u-s-polo-assn-blue-cotton-slim-fit-jeans/p-mp000000017014352
Lee,Lee Travis Blue Slim Fit Heavily Washed Jeans,₹1759.00,₹3199.00,4.88,8,https://www.tatacliq.com/lee-travis-blue-slim-fit-heavily-washed-jeans/p-mp000000017160973
Wrangler,Wrangler Blue Straight Fit Jeans,₹1599.00,₹3199.00,4.3,10,https://www.tatacliq.com/wrangler-blue-straight-fit-jeans/p-mp000000017791237
Lee,Lee Blue Cotton Regular Fit Jeans,₹1649.00,₹3299.00,3.5,4,https://www.tatacliq.com/lee-blue-cotton-regular-fit-jeans/p-mp000000018814504
Being Human,Being Human Blue Slim Fit Jeans,₹1199.00,₹2999.00,5.0,1,https://www.tatacliq.com/being-human-blue-slim-fit-jeans/p-mp000000019261799
U.S. Polo Assn.,U.S. Polo Assn. Light Blue Lightly Washed Slim Fit Jeans,₹2559.00,₹3999.00,5.0,1,https://www.tatacliq.com/u-s-polo-assn-light-blue-lightly-washed-slim-fit-jeans/p-mp000000016958838
Red Tape,Red Tape Light Grey Skinny Fit Jeans,₹1424.00,₹5699.00,4.25,48,https://www.tatacliq.com/red-tape-light-grey-skinny-fit-jeans/p-mp000000017245070
Being Human,Being Human Off White Cotton Comfort Fit Jeans,₹1559.00,₹3899.00,3.43,7,https://www.tatacliq.com/being-human-off-white-cotton-comfort-fit-jeans/p-mp000000015530732
Spykar,Spykar Grey Slim Fit Distressed Jeans,₹2249.00,₹4999.00,3.75,4,https://www.tatacliq.com/spykar-grey-slim-fit-distressed-jeans/p-mp000000013803293
Jack & Jones,Jack & Jones Dark Blue Low Rise Jeans,₹1599.00,₹3999.00,5.0,2,https://www.tatacliq.com/jack-jones-dark-blue-low-rise-jeans/p-mp000000014089216
People by Pantaloons,People by Pantaloons Dark Blue Slim Fit Jeans,₹1020.00,₹1199.00,4.89,9,https://www.tatacliq.com/people-by-pantaloons-dark-blue-slim-fit-jeans/p-mp000000017741089
Louis Philippe Jeans,Louis Philippe Jeans Navy Regular Fit Jeans,₹2474.00,₹3299.00,5.0,1,https://www.tatacliq.com/louis-philippe-jeans-navy-regular-fit-jeans/p-mp000000016280578
Spykar,Spykar Light Blue Cotton Bootcut Fit Jeans,₹1749.00,₹3499.00,3.5,2,https://www.tatacliq.com/spykar-light-blue-cotton-bootcut-fit-jeans/p-mp000000016245646
Nuon Men,Nuon by Westside Charcoal Mid Rise Slim Fit Jeans,₹1499.00,₹1499.00,5.0,1,https://www.tatacliq.com/nuon-by-westside-charcoal-mid-rise-slim-fit-jeans/p-mp000000019357453
Nuon Men,Nuon by Westside Mid Blue Distressed Denim Rodeo Fit Jeans,₹1499.00,₹1499.00,2.0,1,https://www.tatacliq.com/nuon-by-westside-mid-blue-distressed-denim-rodeo-fit-jeans/p-mp000000019679585
U.S. Polo Assn.,U.S. Polo Assn. Denim Co. Blue Cotton Slim Tapered Fit Jeans,₹3699.00,₹3699.00,0,0,https://www.tatacliq.com/u-s-polo-assn-denim-co-blue-cotton-slim-tapered-fit-jeans/p-mp000000019972641
U.S. Polo Assn.,U.S. Polo Assn. Denim Co. Grey Cotton Skinny Fit Jeans,₹2699.00,₹2699.00,0,0,https://www.tatacliq.com/u-s-polo-assn-denim-co-grey-cotton-skinny-fit-jeans/p-mp000000019973417
Lee,Lee Bruce Light Blue Skinny Fit Lightly Washed Jeans,₹1849.00,₹3699.00,0,0,https://www.tatacliq.com/lee-bruce-light-blue-skinny-fit-lightly-washed-jeans/p-mp000000019911424
WES Casuals,WES Casuals by Westside Navy Relaxed Fit Mid Rise Denim Jeans,₹1499.00,₹1499.00,0,0,https://www.tatacliq.com/wes-casuals-by-westside-navy-relaxed-fit-mid-rise-denim-jeans/p-mp000000019474065
Levi's,Levi's 527 Dark Indigo Cotton Slim Bootcut Fit Jeans,₹3199.00,₹3999.00,0,0,https://www.tatacliq.com/levis-527-dark-indigo-cotton-slim-bootcut-fit-jeans/p-mp000000019169196
Spykar,Spykar Dark Blue Cotton Slim Fit Jeans,₹2999.00,₹5999.00,4.0,1,https://www.tatacliq.com/spykar-dark-blue-cotton-slim-fit-jeans/p-mp000000016245103
Pepe Jeans,Pepe Jeans Tyler Blue Lightly Washed Relaxed Fit Distressed Jeans,₹2070.00,₹4599.00,0,0,https://www.tatacliq.com/pepe-jeans-tyler-blue-lightly-washed-relaxed-fit-distressed-jeans/p-mp000000017361547
YU by Pantaloons,YU by Pantaloons Denim Blue Slim Fit Jeans,₹2249.00,₹2249.00,4.0,3,https://www.tatacliq.com/yu-by-pantaloons-denim-blue-slim-fit-jeans/p-mp000000019569708
celio*,celio* Blue Slim Fit Lightly Washed Jeans,₹2519.00,₹2799.00,0,0,https://www.tatacliq.com/celio-blue-slim-fit-lightly-washed-jeans/p-mp000000020049963
Cantabil,Cantabil Dark Blue Regular Fit Jeans,₹2449.00,₹3499.00,0,0,https://www.tatacliq.com/cantabil-dark-blue-regular-fit-jeans/p-mp000000020011983
Cantabil,Cantabil Dark Blue Regular Fit Jeans,₹2309.00,₹3299.00,0,0,https://www.tatacliq.com/cantabil-dark-blue-regular-fit-jeans/p-mp000000020011949
Duke,Duke Blue Slim Fit Jeans,₹1924.00,₹2749.00,0,0,https://www.tatacliq.com/duke-blue-slim-fit-jeans/p-mp000000020067338
Duke,Duke Dark Blue Slim Fit Jeans,₹1924.00,₹2749.00,0,0,https://www.tatacliq.com/duke-dark-blue-slim-fit-jeans/p-mp000000020067347
Peter England,Peter England Jeans Black Cotton Slim Fit Jeans,₹1949.00,₹2999.00,0,0,https://www.tatacliq.com/peter-england-jeans-black-cotton-slim-fit-jeans/p-mp000000019946472
American Eagle Outfitters,American Eagle Outfitters Blue Skinny Fit Distressed Jeans,₹5999.00,₹5999.00,0,0,https://www.tatacliq.com/american-eagle-outfitters-blue-skinny-fit-distressed-jeans/p-mp000000019946604
American Eagle Outfitters,American Eagle Outfitters Blue Cotton Straight Fit Jeans,₹4299.00,₹4299.00,0,0,https://www.tatacliq.com/american-eagle-outfitters-blue-cotton-straight-fit-jeans/p-mp000000019946639
Mufti,Mufti Blue Lightly Washed Slim Fit Jeans,₹1521.00,₹3899.00,0,0,https://www.tatacliq.com/mufti-blue-lightly-washed-slim-fit-jeans/p-mp000000019666658
Fame Forever by Lifestyle,Fame Forever by Lifestyle Light Blue Regular Fit Jeans,₹1438.00,₹1799.00,0,0,https://www.tatacliq.com/fame-forever-by-lifestyle-light-blue-regular-fit-jeans/p-mp000000019600604
Forever 21,Forever 21 Navy Regular Fit Jeans,₹2099.00,₹2099.00,0,0,https://www.tatacliq.com/forever-21-navy-regular-fit-jeans/p-mp000000019862951
Ascot,Ascot by Westside Dark Blue Relaxed Fit Mid Rise Denim Jeans,₹1699.00,₹1699.00,3.67,3,https://www.tatacliq.com/ascot-by-westside-dark-blue-relaxed-fit-mid-rise-denim-jeans/p-mp000000019474073
Octave,Octave Black Regular Fit Lightly Washed Jeans,₹2199.00,₹2199.00,0,0,https://www.tatacliq.com/octave-black-regular-fit-lightly-washed-jeans/p-mp000000019856124
Louis Philippe Jeans,Louis Philippe Jeans Blue Cotton Regular Fit Distressed Jeans,₹3999.00,₹3999.00,0,0,https://www.tatacliq.com/louis-philippe-jeans-blue-cotton-regular-fit-distressed-jeans/p-mp000000019901775
Van Heusen,Van Heusen Denim Labs Blue Slim Fit Jeans,₹3499.00,₹3499.00,0,0,https://www.tatacliq.com/van-heusen-denim-labs-blue-slim-fit-jeans/p-mp000000019901951
Forever 21,Forever 21 Black Regular Fit Jeans,₹1889.00,₹2099.00,0,0,https://www.tatacliq.com/forever-21-black-regular-fit-jeans/p-mp000000019846132
Monte Carlo,Monte Carlo Mid Blue Regular Fit Jeans,₹3099.00,₹3099.00,0,0,https://www.tatacliq.com/monte-carlo-mid-blue-regular-fit-jeans/p-mp000000019719140
Being Human,Being Human Blue Slim Fit Heavily Washed Distressed Jeans,₹3149.00,₹3499.00,0,0,https://www.tatacliq.com/being-human-blue-slim-fit-heavily-washed-distressed-jeans/p-mp000000019382761
Octave,Octave Dark Blue Regular Fit Lightly Washed Jeans,₹2399.00,₹2399.00,0,0,https://www.tatacliq.com/octave-dark-blue-regular-fit-lightly-washed-jeans/p-mp000000019856145
Crimsoune Club,Crimsoune Club Black Skinny Fit Lightly Washed Jeans,₹2699.00,₹2699.00,0,0,https://www.tatacliq.com/crimsoune-club-black-skinny-fit-lightly-washed-jeans/p-mp000000019796795
Crimsoune Club,Crimsoune Club Dark Blue Slim Fit Lightly Washed Jeans,₹2699.00,₹2699.00,0,0,https://www.tatacliq.com/crimsoune-club-dark-blue-slim-fit-lightly-washed-jeans/p-mp000000019796827
JadeBlue,JadeBlue Ice Blue Slim Fit Stretchable Jeans,₹2999.00,₹2999.00,0,0,https://www.tatacliq.com/jadeblue-ice-blue-slim-fit-stretchable-jeans/p-mp000000019872313
Fame Forever by Lifestyle,Fame Forever by Lifestyle Black Slim Tapered Fit Jeans,₹1498.00,₹1999.00,0,0,https://www.tatacliq.com/fame-forever-by-lifestyle-black-slim-tapered-fit-jeans/p-mp000000019779756
Campus Sutra,Campus Sutra Charcoal Regular Fit Distressed Jeans,₹999.00,₹2499.00,0,0,https://www.tatacliq.com/campus-sutra-charcoal-regular-fit-distressed-jeans/p-mp000000019653185
The Souled Store,The Souled Store Light Grey Lightly Washed Regular Fit Cargo Jeans,₹2239.00,₹3999.00,0,0,https://www.tatacliq.com/the-souled-store-light-grey-lightly-washed-regular-fit-cargo-jeans/p-mp000000019724405
Van Heusen,Van Heusen Denim Labs Black Slim Fit Jeans,₹1224.00,₹2499.00,0,0,https://www.tatacliq.com/van-heusen-denim-labs-black-slim-fit-jeans/p-mp000000018945822
Park Avenue,Park Avenue Blue Super Slim Fit Jeans,₹1349.00,₹2699.00,0,0,https://www.tatacliq.com/park-avenue-blue-super-slim-fit-jeans/p-mp000000019133142
Levi's,Levi's 511 Blue Cotton Slim Fit Jeans,₹4079.00,₹5099.00,0,0,https://www.tatacliq.com/levis-511-blue-cotton-slim-fit-jeans/p-mp000000018357668
Levi's,Levi's 511 Blue Cotton Slim Fit Distressed Jeans,₹3839.00,₹4799.00,0,0,https://www.tatacliq.com/levis-511-blue-cotton-slim-fit-distressed-jeans/p-mp000000018357637
Forever 21,Forever 21 Blue Cotton Regular Fit Jeans,₹1097.00,₹1799.00,0,0,https://www.tatacliq.com/forever-21-blue-cotton-regular-fit-jeans/p-mp000000012856287
Spykar,Spykar Mid Blue Cotton Slim Fit Distressed Jeans,₹2474.00,₹5499.00,0,0,https://www.tatacliq.com/spykar-mid-blue-cotton-slim-fit-distressed-jeans/p-mp000000017873184
Cantabil,Cantabil Mid Mercerised Cotton Regular Fit Jeans,₹1799.00,₹3999.00,0,0,https://www.tatacliq.com/cantabil-mid-mercerised-cotton-regular-fit-jeans/p-mp000000017727267
YU by Pantaloons,YU by Pantaloons Indigo Cotton Slim Fit Jeans,₹784.00,₹1599.00,3.0,1,https://www.tatacliq.com/yu-by-pantaloons-indigo-cotton-slim-fit-jeans/p-mp000000017369616
YU by Pantaloons,YU by Pantaloons Indigo Cotton Slim Fit Jeans,₹848.00,₹1599.00,2.5,2,https://www.tatacliq.com/yu-by-pantaloons-indigo-cotton-slim-fit-jeans/p-mp000000017370107
People by Pantaloons,People by Pantaloons Dark Blue Cotton Slim Fit Jeans,₹1007.00,₹1899.00,0,0,https://www.tatacliq.com/people-by-pantaloons-dark-blue-cotton-slim-fit-jeans/p-mp000000017369584
Van Heusen,Van Heusen Denim Labs Blue Cotton Regular Fit Jogger Jeans,₹2999.00,₹3999.00,0,0,https://www.tatacliq.com/van-heusen-denim-labs-blue-cotton-regular-fit-jogger-jeans/p-mp000000015573892
Basics,Basics Blue Other Jeans,₹2399.20,₹2999.00,0,0,https://www.tatacliq.com/basics-blue-other-jeans/p-mp000000013738347
Basics,Basics Grey Skinny Fit Jeans,₹2399.20,₹2999.00,0,0,https://www.tatacliq.com/basics-grey-skinny-fit-jeans/p-mp000000013738470
Louis Philippe,Louis Philippe Black Slim Fit Jeans,₹3009.00,₹4299.00,0,0,https://www.tatacliq.com/louis-philippe-black-slim-fit-jeans/p-mp000000013400964
Wrangler,Wrangler Black Loose Fit Lightly Washed Jeans,₹6299.00,₹6299.00,0,0,https://www.tatacliq.com/wrangler-black-loose-fit-lightly-washed-jeans/p-mp000000019540532
Mufti,Mufti Black Slim Fit Lightly Washed Jeans,₹2107.00,₹4299.00,0,0,https://www.tatacliq.com/mufti-black-slim-fit-lightly-washed-jeans/p-mp000000019399417
Mufti,Mufti Blue Slim Fit Heavily Washed Jeans,₹1469.00,₹2999.00,0,0,https://www.tatacliq.com/mufti-blue-slim-fit-heavily-washed-jeans/p-mp000000019398663
Being Human,Being Human Black Slim Fit Lightly Washed Jeans,₹1599.00,₹3199.00,0,0,https://www.tatacliq.com/being-human-black-slim-fit-lightly-washed-jeans/p-mp000000019382874
Lee,Lee Bruce Blue Skinny Fit Heavily Washed Jeans,₹1814.00,₹3299.00,0,0,https://www.tatacliq.com/lee-bruce-blue-skinny-fit-heavily-washed-jeans/p-mp000000019250851
Lee,Lee Bruce Dark Blue Skinny Fit Lightly Washed Jeans,₹1814.00,₹3299.00,0,0,https://www.tatacliq.com/lee-bruce-dark-blue-skinny-fit-lightly-washed-jeans/p-mp000000019250799
Parx,Parx Black Skinny Fit Jeans,₹1499.00,₹2999.00,0,0,https://www.tatacliq.com/parx-black-skinny-fit-jeans/p-mp000000019133955
Nuon Men,Nuon by Westside Blue Mid Rise Slim Fit Jeans,₹1699.00,₹1699.00,0,0,https://www.tatacliq.com/nuon-by-westside-blue-mid-rise-kenya-slim-fit-jeans/p-mp000000019024960
Nuon Men,Nuon by Westside Charcoal Rodeo Slim Fit Jeans,₹1499.00,₹1499.00,0,0,https://www.tatacliq.com/nuon-by-westside-charcoal-rodeo-slim-fit-jeans/p-mp000000018936198
Allen Solly,Allen Solly Jeans Grey Slim Fit Jeans,₹1799.00,₹2999.00,0,0,https://www.tatacliq.com/allen-solly-jeans-grey-slim-fit-jeans/p-mp000000018512484
Arrow Sport,Arrow Sport Black Lightly Washed Skinny Fit Jeans,₹1813.00,₹3299.00,0,0,https://www.tatacliq.com/arrow-sport-black-lightly-washed-skinny-fit-jeans/p-mp000000016502301
Peter England,Peter England Jeans Navy Slim Fit Jeans,₹2249.00,₹2999.00,0,0,https://www.tatacliq.com/peter-england-jeans-navy-slim-fit-jeans/p-mp000000018512793
Peter England,Peter England Jeans Blue Regular Fit Jeans,₹2249.00,₹2999.00,0,0,https://www.tatacliq.com/peter-england-jeans-blue-regular-fit-jeans/p-mp000000018512570
Levi's,Levi's 512 Black Cotton Tapered Fit Jeans,₹3199.00,₹3999.00,0,0,https://www.tatacliq.com/levis-512-black-cotton-tapered-fit-jeans/p-mp000000018358152
Forever 21,Forever 21 Blue Mid Waist Straight Fit Regular Length Jeans,₹1097.00,₹1799.00,0,0,https://www.tatacliq.com/forever-21-blue-mid-waist-straight-fit-regular-length-jeans/p-mp000000012856275
Forever 21,Forever 21 Blue Mid Waist Straight Fit Regular Length Jeans,₹1000.00,₹1999.00,0,0,https://www.tatacliq.com/forever-21-blue-mid-waist-straight-fit-regular-length-jeans/p-mp000000012856213
Spykar,Spykar Light Blue Cotton Regular Fit Jeans,₹1844.00,₹4099.00,0,0,https://www.tatacliq.com/spykar-light-blue-cotton-regular-fit-jeans/p-mp000000017873535
Spykar,Spykar Raw Blue  Slim Fit Jeans,₹1549.00,₹3099.00,0,0,https://www.tatacliq.com/spykar-raw-blue-slim-fit-jeans/p-mp000000017873597
YU by Pantaloons,YU by Pantaloons Grey Cotton Slim Fit Jeans,₹809.00,₹1649.00,5.0,1,https://www.tatacliq.com/yu-by-pantaloons-grey-cotton-slim-fit-jeans/p-mp000000017369913
YU by Pantaloons,YU by Pantaloons Light Blue Cotton Slim Fit Jeans,₹809.00,₹1649.00,4.0,5,https://www.tatacliq.com/yu-by-pantaloons-light-blue-cotton-slim-fit-jeans/p-mp000000017370250
People by Pantaloons,People By Pantaloons Blue Skinny Fit Jeans,₹742.00,₹1399.00,4.0,3,https://www.tatacliq.com/people-by-pantaloons-blue-skinny-fit-jeans/p-mp000000017245834
People by Pantaloons,People by Pantaloons Indigo Blue Cotton Slim Fit Jeans,₹1026.00,₹1799.00,0,0,https://www.tatacliq.com/people-by-pantaloons-indigo-blue-cotton-slim-fit-jeans/p-mp000000017370116
JadeBlue,JadeBlue Ink Blue Straight Fit Jeans,₹2029.00,₹2899.00,0,0,https://www.tatacliq.com/jadeblue-ink-blue-straight-fit-jeans/p-mp000000016984994
Van Heusen,Van Heusen Navy Cotton Regular Fit Jeans,₹2414.00,₹3499.00,0,0,https://www.tatacliq.com/van-heusen-navy-cotton-regular-fit-jeans/p-mp000000015474583
Blackberrys,Blackberrys Navy Skinny Fit Jeans,₹2306.00,₹3295.00,0,0,https://www.tatacliq.com/blackberrys-navy-skinny-fit-jeans/p-mp000000014608142
Blackberrys,Blackberrys Navy Skinny Fit Lightly Washed Jeans,₹2306.00,₹3295.00,0,0,https://www.tatacliq.com/blackberrys-navy-skinny-fit-lightly-washed-jeans/p-mp000000013535201
celio*,celio* Black Slim Fit Lightly Washed Jeans,₹1749.00,₹3499.00,2.0,1,https://www.tatacliq.com/celio-black-slim-fit-lightly-washed-jeans/p-mp000000012730232
celio*,celio* Blue Slim Fit Lightly Washed Jeans,₹1924.00,₹3499.00,2.0,1,https://www.tatacliq.com/celio-blue-slim-fit-lightly-washed-jeans/p-mp000000012730224
Campus Sutra,Campus Sutra Dark Blue Lightly Washed Jeans,₹855.00,₹1899.00,5.0,1,https://www.tatacliq.com/campus-sutra-dark-blue-lightly-washed-jeans/p-mp000000011612437
U.S. Polo Assn.,U.S. Polo Assn. Denim Co. Blue Cotton Slim Tapered Fit Jeans,₹2999.00,₹2999.00,0,0,https://www.tatacliq.com/u-s-polo-assn-denim-co-blue-cotton-slim-tapered-fit-jeans/p-mp000000019973302
