Brand,Title,Selling Price,MRP Price,Average Rating,Rating Count,Web URL
PATRORNA,PATRORNA Off White Regular Fit Peplum Top,₹699.00,₹1999.00,0,0,https://www.tatacliq.com/patrorna-off-white-regular-fit-peplum-top/p-mp000000018028520
Zink London,Zink London Off White Printed Top,₹679.00,₹1699.00,0,0,https://www.tatacliq.com/zink-london-off-white-printed-top/p-mp000000014031935
Globus,Globus Pink Floral Print Top,₹649.00,₹1299.00,0,0,https://www.tatacliq.com/globus-pink-floral-print-top/p-mp000000017614452
PATRORNA,PATRORNA Pink Regular Fit Peplum Top,₹699.00,₹1999.00,0,0,https://www.tatacliq.com/patrorna-pink-regular-fit-peplum-top/p-mp000000018028497
Zink London,Zink London Purple Cotton Top,₹759.00,₹1899.00,0,0,https://www.tatacliq.com/zink-london-purple-cotton-top/p-mp000000012444491
Style Quotient,Style Quotient Red Regular Fit Top,₹349.00,₹1299.00,0,0,https://www.tatacliq.com/style-quotient-red-regular-fit-top/p-mp000000005978348
Zink London,Zink London Red Regular Fit Top,₹499.00,₹1399.00,0,0,https://www.tatacliq.com/zink-london-red-regular-fit-top/p-mp000000012444587
Pepe Jeans,Pepe Jeans White Chequered Top,₹799.00,₹1999.00,0,0,https://www.tatacliq.com/pepe-jeans-white-chequered-top/p-mp000000017372348
Allen Solly,Allen Solly Yellow Floral Print Top,₹1379.00,₹1999.00,0,0,https://www.tatacliq.com/allen-solly-yellow-floral-print-top/p-mp000000014471906
People by Pantaloons,People by Pantaloons Black Cotton Graphic Print T-Shirt,₹425.00,₹499.00,0,0,https://www.tatacliq.com/people-by-pantaloons-black-cotton-graphic-print-t-shirt/p-mp000000017089454
Styli,Styli Long Sleeves Cut-Out Detail Ribbed Knit Top,₹350.00,₹1399.00,0,0,https://www.tatacliq.com/styli-long-sleeves-cut-out-detail-ribbed-knit-top/p-mp000000016794791
Ginger by Lifestyle,Ginger by Lifestyle Blue Printed Crop Top,₹713.00,₹1299.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-blue-printed-crop-top/p-mp000000015843694
Ginger by Lifestyle,Ginger by Lifestyle Brown Printed Crop Top,₹713.00,₹1299.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-brown-printed-crop-top/p-mp000000015844938
SHOWOFF,SHOWOFF Green & Blue Cotton Printed T-Shirt,₹715.00,₹1880.00,0,0,https://www.tatacliq.com/showoff-green-blue-cotton-printed-t-shirt/p-mp000000016071090
SHOWOFF,SHOWOFF Green Floral Print Top,₹738.00,₹1940.00,0,0,https://www.tatacliq.com/showoff-green-floral-print-top/p-mp000000015831074
Styli,Styli Cap Sleeves V Neck Regular Fit Knitted Top,₹450.00,₹1799.00,0,0,https://www.tatacliq.com/styli-cap-sleeves-v-neck-regular-fit-knitted-top/p-mp000000016795796
Van Heusen,Van Heusen Pink Cotton Printed T-Shirt,₹655.00,₹699.00,0,0,https://www.tatacliq.com/van-heusen-pink-cotton-printed-t-shirt/p-mp000000015068319
Cation,Cation Pink Shoulder Strap Crop Top,₹699.00,₹2499.00,0,0,https://www.tatacliq.com/cation-pink-shoulder-strap-crop-top/p-mp000000015800849
People by Pantaloons,People by Pantaloons Pink Cotton Printed Crop Top,₹368.00,₹799.00,0,0,https://www.tatacliq.com/people-by-pantaloons-pink-cotton-printed-crop-top/p-mp000000017088777
Divena,Divena Red Cotton Floral Print Top,₹999.00,₹1999.00,0,0,https://www.tatacliq.com/divena-red-cotton-floral-print-top/p-mp000000017354525
Fablestreet,Fablestreet White Floral Print Top,₹2336.10,₹2995.00,0,0,https://www.tatacliq.com/fablestreet-white-floral-print-top/p-mp000000015993463
Vero Moda,Vero Moda White Cotton Graphic Print T-Shirt,₹674.00,₹1499.00,0,0,https://www.tatacliq.com/vero-moda-white-cotton-graphic-print-t-shirt/p-mp000000016443779
Fablestreet,Fablestreet Yellow & Grey Floral Print Top,₹2336.10,₹2995.00,0,0,https://www.tatacliq.com/fablestreet-yellow-grey-floral-print-top/p-mp000000015993497
Vero Moda,Vero Moda Yellow Self Design Top,₹899.00,₹1999.00,0,0,https://www.tatacliq.com/vero-moda-yellow-self-design-top/p-mp000000016443741
Van Heusen,Van Heusen Black Printed T-shirt,₹749.00,₹799.00,0,0,https://www.tatacliq.com/van-heusen-black-printed-t-shirt/p-mp000000014357524
Fame Forever by Lifestyle,Fame Forever by Lifestyle Blue Cotton Printed Top,₹268.00,₹299.00,4.75,12,https://www.tatacliq.com/fame-forever-by-lifestyle-blue-cotton-printed-top/p-mp000000015359646
Only,Only  Dark Brown Regular Fit Crop Top,₹999.00,₹2499.00,0,0,https://www.tatacliq.com/only-dark-brown-regular-fit-crop-top/p-mp000000014244065
Code by Lifestyle,CODE by Lifestyle Green Striped Top,₹768.00,₹1399.00,0,0,https://www.tatacliq.com/code-by-lifestyle-green-striped-top/p-mp000000015348853
Code by Lifestyle,CODE by Lifestyle Grey Self Pattern Top,₹423.00,₹499.00,0,0,https://www.tatacliq.com/code-by-lifestyle-grey-self-pattern-top/p-mp000000015350706
SHOWOFF,SHOWOFF Grey Floral Print Top,₹738.00,₹1940.00,0,0,https://www.tatacliq.com/showoff-grey-floral-print-top/p-mp000000015831071
Fame Forever by Lifestyle,Fame Forever by Lifestyle Lilac Cotton Top,₹268.00,₹299.00,5.0,1,https://www.tatacliq.com/fame-forever-by-lifestyle-lilac-cotton-top/p-mp000000015349654
Rare,Rare Multicolor Stripes Top,₹699.00,₹1399.00,0,0,https://www.tatacliq.com/rare-multicolor-stripes-top/p-mp000000014824911
Forever 21,Forever 21 Navy Printed T-Shirt,₹629.00,₹899.00,0,0,https://www.tatacliq.com/forever-21-navy-printed-t-shirt/p-mp000000015322802
Forever 21,Forever 21 Olive Regular Fit Tank Top,₹1049.00,₹1499.00,0,0,https://www.tatacliq.com/forever-21-olive-regular-fit-tank-top/p-mp000000015322373
Dillinger,Dillinger Pink Cotton Oversize T-Shirt,₹449.00,₹599.00,0,0,https://www.tatacliq.com/dillinger-pink-cotton-oversize-t-shirt/p-mp000000014832515
Dillinger,Dillinger Pink Cotton Oversize T-Shirt,₹449.00,₹599.00,5.0,1,https://www.tatacliq.com/dillinger-pink-cotton-oversize-t-shirt/p-mp000000014832575
Van Heusen,Van Heusen White Printed T-shirt,₹758.00,₹809.00,0,0,https://www.tatacliq.com/van-heusen-white-printed-t-shirt/p-mp000000014357556
Mode by Red Tape,Mode by Red Tape White Floral Print Top,₹599.00,₹2999.00,3.5,2,https://www.tatacliq.com/mode-by-red-tape-white-floral-print-top/p-mp000000017263063
Allen Solly,Allen Solly Black Printed Top,₹989.00,₹1799.00,0,0,https://www.tatacliq.com/allen-solly-black-printed-top/p-mp000000014357392
Only,Only Blue Cotton Slim Fit Crop Top,₹799.00,₹1999.00,4.0,1,https://www.tatacliq.com/only-blue-cotton-slim-fit-crop-top/p-mp000000014570817
Zink London,Zink London Green Printed Top,₹639.00,₹1599.00,0,0,https://www.tatacliq.com/zink-london-green-printed-top/p-mp000000014031916
Style Quotient,Style Quotient Mustard & Black Cotton Floral Print Top,₹349.00,₹1799.00,1.0,1,https://www.tatacliq.com/style-quotient-mustard-black-cotton-floral-print-top/p-mp000000005982017
Rare,Rare Mustard Printed Crop Top,₹749.00,₹1499.00,0,0,https://www.tatacliq.com/rare-mustard-printed-crop-top/p-mp000000014824916
Vero Moda,Vero Moda Navy Printed V Neck Top,₹804.00,₹2299.00,0,0,https://www.tatacliq.com/vero-moda-navy-printed-v-neck-top/p-mp000000012735991
VASTRADO,VASTRADO Navy Cap Sleeves Crop Top,₹349.00,₹699.00,0,0,https://www.tatacliq.com/vastrado-navy-cap-sleeves-crop-top/p-mp000000017357157
Style Quotient,Style Quotient Olive & Black Striped Top,₹499.00,₹1399.00,4.0,12,https://www.tatacliq.com/style-quotient-olive-black-striped-top/p-mp000000005539752
Allen Solly,Allen Solly Pink Cotton Striped Top,₹879.00,₹1599.00,0,0,https://www.tatacliq.com/allen-solly-pink-cotton-striped-top/p-mp000000014357311
PATRORNA,PATRORNA Royal Blue & Cream Regular Fit Top,₹699.00,₹1999.00,0,0,https://www.tatacliq.com/patrorna-royal-blue-cream-regular-fit-top/p-mp000000018028553
Mode by Red Tape,Mode by Red Tape Sky Blue Printed Top,₹519.00,₹2599.00,4.67,3,https://www.tatacliq.com/mode-by-red-tape-sky-blue-printed-top/p-mp000000017263020
Only,Only White Cotton Printed T-Shirt,₹454.00,₹1299.00,0,0,https://www.tatacliq.com/only-white-cotton-printed-t-shirt/p-mp000000014570801
Zink London,Zink London Yellow V Neck Top,₹639.00,₹1599.00,0,0,https://www.tatacliq.com/zink-london-yellow-v-neck-top/p-mp000000014030685
PATRORNA,PATRORNA Yellow Regular Fit Peplum Top,₹699.00,₹1999.00,0,0,https://www.tatacliq.com/patrorna-yellow-regular-fit-peplum-top/p-mp000000018028537
Cation,Cation Black Sleeveless Crop Top,₹299.00,₹1299.00,0,0,https://www.tatacliq.com/cation-black-sleeveless-crop-top/p-mp000000015800985
Styli,Styli Black Regular Fit Top,₹325.00,₹1299.00,0,0,https://www.tatacliq.com/styli-black-regular-fit-top/p-mp000000016795612
Honey by Pantaloons,Honey by Pantaloons Black Cotton Graphic Print T-Shirt,₹299.00,₹299.00,0,0,https://www.tatacliq.com/honey-by-pantaloons-black-cotton-graphic-print-t-shirt/p-mp000000017088337
Styli,Styli Long Sleeves High Neck Cut-Out Detail Slim Fit Knit Top,₹325.00,₹1299.00,0,0,https://www.tatacliq.com/styli-long-sleeves-high-neck-cut-out-detail-slim-fit-knit-top/p-mp000000016795104
People by Pantaloons,People by Pantaloons Blue Cotton Top,₹432.00,₹1199.00,0,0,https://www.tatacliq.com/people-by-pantaloons-blue-cotton-top/p-mp000000017086886
Fablestreet,Fablestreet Green Printed Top,₹2258.10,₹2895.00,0,0,https://www.tatacliq.com/fablestreet-green-printed-top/p-mp000000015995108
Vasstram,Vasstram Puff Sleeve Printed Top - Mint Green,₹4139.10,₹4599.00,0,0,https://www.tatacliq.com/vasstram-puff-sleeve-printed-top--mint-green/p-mp000000009724142
Globus,Globus Lavender Cotton Graphic Print T-Shirt,₹404.00,₹599.00,0,0,https://www.tatacliq.com/globus-lavender-cotton-graphic-print-t-shirt/p-mp000000017614484
Belle Fille,Belle Fille Maroon Regular Fit Top,₹909.00,₹1299.00,0,0,https://www.tatacliq.com/belle-fille-maroon-regular-fit-top/p-mp000000012402415
Vero Moda,Vero Moda Neon Green Regular Fit Top,₹1034.00,₹2299.00,0,0,https://www.tatacliq.com/vero-moda-neon-green-regular-fit-top/p-mp000000016334874
Cation,Cation Orange Regular Fit Crop Top,₹499.00,₹999.00,0,0,https://www.tatacliq.com/cation-orange-regular-fit-crop-top/p-mp000000016813940
Globus,Globus Orange Cotton Graphic Print T-Shirt,₹404.00,₹599.00,0,0,https://www.tatacliq.com/globus-orange-cotton-graphic-print-t-shirt/p-mp000000017614469
Honey by Pantaloons,Honey by Pantaloons Pink Self Pattern Top,₹850.00,₹999.00,0,0,https://www.tatacliq.com/honey-by-pantaloons-pink-self-pattern-top/p-mp000000017086766
Vero Moda,Vero Moda Red Floral Print Top,₹1499.00,₹2999.00,0,0,https://www.tatacliq.com/vero-moda-red-floral-print-top/p-mp000000016335273
People by Pantaloons,People by Pantaloons Yellow Cotton Crop Top,₹444.00,₹1199.00,0,0,https://www.tatacliq.com/people-by-pantaloons-yellow-cotton-crop-top/p-mp000000017086053
VASTRADO,VASTRADO Yellow Cotton Ribbed Top,₹449.00,₹899.00,0,0,https://www.tatacliq.com/vastrado-yellow-cotton-ribbed-top/p-mp000000017357233
Forever 21,Forever 21 Beige Lace Top,₹1139.00,₹1899.00,5.0,1,https://www.tatacliq.com/forever-21-beige-lace-top/p-mp000000015322295
Oxolloxo,Oxolloxo Black Striped Top,₹875.00,₹2499.00,0,0,https://www.tatacliq.com/oxolloxo-black-striped-top/p-mp000000011784296
Forever 21,Forever 21 Black Regular Fit Crop Top,₹1749.00,₹2499.00,0,0,https://www.tatacliq.com/forever-21-black-regular-fit-crop-top/p-mp000000015322418
Van Heusen,Van Heusen Blue Regular Fit T-shirt,₹1299.00,₹1299.00,0,0,https://www.tatacliq.com/van-heusen-blue-regular-fit-t-shirt/p-mp000000014357445
Fame Forever by Lifestyle,Fame Forever by Lifestyle Blue Cotton Printed T-Shirt,₹358.00,₹399.00,0,0,https://www.tatacliq.com/fame-forever-by-lifestyle-blue-cotton-printed-t-shirt/p-mp000000015362848
Fablestreet,Fablestreet Blue Top,₹2180.10,₹2795.00,0,0,https://www.tatacliq.com/fablestreet-blue-top/p-mp000000015993472
Global Desi,Global Desi Lavender Cotton Floral Print Tunic,₹949.00,₹1899.00,0,0,https://www.tatacliq.com/global-desi-lavender-cotton-floral-print-tunic/p-mp000000017124554
Ginger by Lifestyle,Ginger by Lifestyle Lilac Regular Fit Top,₹583.00,₹899.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-lilac-regular-fit-top/p-mp000000015841916
SHOWOFF,SHOWOFF Peach Crop Top,₹703.00,₹1850.00,0,0,https://www.tatacliq.com/showoff-peach-crop-top/p-mp000000015831082
Code by Lifestyle,CODE by Lifestyle Pink Regular Fit Top,₹798.00,₹999.00,0,0,https://www.tatacliq.com/code-by-lifestyle-pink-regular-fit-top/p-mp000000015359196
Fame Forever by Lifestyle,Fame Forever by Lifestyle Pink Cotton Printed Top,₹268.00,₹299.00,0,0,https://www.tatacliq.com/fame-forever-by-lifestyle-pink-cotton-printed-top/p-mp000000015366035
Ginger by Lifestyle,Ginger by Lifestyle Pink Regular Fit Top,₹583.00,₹899.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-pink-regular-fit-top/p-mp000000015844813
Code by Lifestyle,CODE by Lifestyle Teal Blue Regular Fit Top,₹558.00,₹699.00,0,0,https://www.tatacliq.com/code-by-lifestyle-teal-blue-regular-fit-top/p-mp000000015366941
SHOWOFF,SHOWOFF Teal Floral Print Top,₹738.00,₹1940.00,0,0,https://www.tatacliq.com/showoff-teal-floral-print-top/p-mp000000015831080
Oxolloxo,Oxolloxo Yellow Floral Print Top,₹612.00,₹1749.00,0,0,https://www.tatacliq.com/oxolloxo-yellow-floral-print-top/p-mp000000011784420
Van Heusen,Van Heusen Black Regular Fit T-shirt,₹1299.00,₹1299.00,0,0,https://www.tatacliq.com/van-heusen-black-regular-fit-t-shirt/p-mp000000014357443
Allen Solly,Allen Solly Blue Cotton Striped Top,₹1099.00,₹1999.00,0,0,https://www.tatacliq.com/allen-solly-blue-cotton-striped-top/p-mp000000014357290
Allen Solly,Allen Solly Blue Printed Top,₹879.00,₹1599.00,4.0,2,https://www.tatacliq.com/allen-solly-blue-printed-top/p-mp000000014357305
Zink London,Zink London Green Regular Fit Top,₹519.00,₹1299.00,0,0,https://www.tatacliq.com/zink-london-green-regular-fit-top/p-mp000000013734260
Dillinger,Dillinger Green Cotton Oversize T-Shirt,₹449.00,₹599.00,0,0,https://www.tatacliq.com/dillinger-green-cotton-oversize-t-shirt/p-mp000000014832495
Global Desi,Global Desi Green Viscose Embroidered Top,₹2299.00,₹2299.00,0,0,https://www.tatacliq.com/global-desi-green-viscose-embroidered-top/p-mp000000017124497
Rare,Rare Grey Top,₹845.00,₹1690.00,0,0,https://www.tatacliq.com/rare-grey-top/p-mp000000014824929
Dillinger,Dillinger Light Blue Cotton Oversize T-Shirt,₹449.00,₹599.00,0,0,https://www.tatacliq.com/dillinger-light-blue-cotton-oversize-t-shirt/p-mp000000014832568
Only,Only Orange & Yellow Floral Print Crop Top,₹1199.00,₹2999.00,0,0,https://www.tatacliq.com/only-orange-yellow-floral-print-crop-top/p-mp000000014570707
Zink London,Zink London Pink Printed Peplum Top,₹599.00,₹1499.00,0,0,https://www.tatacliq.com/zink-london-pink-printed-peplum-top/p-mp000000014031847
Rare,Rare Purple Crop Top,₹749.00,₹1499.00,0,0,https://www.tatacliq.com/rare-purple-crop-top/p-mp000000014824934
Only,Only Red Regular Fit Top,₹1319.00,₹3299.00,0,0,https://www.tatacliq.com/only-red-regular-fit-top/p-mp000000014570723
Label Ritu Kumar,Label Ritu Kumar Black Top With Camisole,₹3600.00,₹3600.00,0,0,https://www.tatacliq.com/label-ritu-kumar-black-top-with-camisole/p-mp000000017142022
Style Quotient,Style Quotient Women Solid Grey viscose rayon smart casual top,₹649.00,₹1499.00,4.33,3,https://www.tatacliq.com/style-quotient-women-solid-grey-viscose-rayon-smart-casual-top/p-mp000000005539676
Only,Only Light Green Cotton Graphic Print T-Shirt,₹599.00,₹1499.00,0,0,https://www.tatacliq.com/only-light-green-cotton-graphic-print-t-shirt/p-mp000000014570788
People by Pantaloons,People by Pantaloons Lilac Cotton Printed T-Shirt,₹438.00,₹599.00,0,0,https://www.tatacliq.com/people-by-pantaloons-lilac-cotton-printed-t-shirt/p-mp000000017084867
Honey by Pantaloons,Honey by Pantaloons Maroon Cotton Printed T-Shirt,₹425.00,₹499.00,0,0,https://www.tatacliq.com/honey-by-pantaloons-maroon-cotton-printed-t-shirt/p-mp000000017088560
Globus,Globus Off White Cotton Graphic Print T-Shirt,₹404.00,₹599.00,5.0,1,https://www.tatacliq.com/globus-off-white-cotton-graphic-print-t-shirt/p-mp000000017614522
Van Heusen,Van Heusen Orange Cotton Printed T-Shirt,₹669.00,₹669.00,0,0,https://www.tatacliq.com/van-heusen-orange-cotton-printed-t-shirt/p-mp000000015068363
People by Pantaloons,People by Pantaloons Pink Printed Top,₹700.00,₹999.00,4.0,2,https://www.tatacliq.com/people-by-pantaloons-pink-printed-top/p-mp000000017085124
PATRORNA,PATRORNA Royal Blue & Gold Regular Fit Top,₹699.00,₹1999.00,0,0,https://www.tatacliq.com/patrorna-royal-blue-gold-regular-fit-top/p-mp000000018028594
PATRORNA,PATRORNA Royal Blue & Mustard Regular Fit Top,₹699.00,₹1999.00,0,0,https://www.tatacliq.com/patrorna-royal-blue-mustard-regular-fit-top/p-mp000000017930259
Style Quotient,Style Quotient Women Solid Teal viscose rayon smart casual top,₹599.00,₹1499.00,4.0,2,https://www.tatacliq.com/style-quotient-women-solid-teal-viscose-rayon-smart-casual-top/p-mp000000005536713
Globus,Globus White Cotton Graphic Print T-Shirt,₹399.00,₹599.00,0,0,https://www.tatacliq.com/globus-white-cotton-graphic-print-t-shirt/p-mp000000017614511
Styli,Styli Patchwork Satin Wrap Top,₹1949.00,₹1949.00,0,0,https://www.tatacliq.com/styli-patchwork-satin-wrap-top/p-mp000000016796387
Fame Forever by Lifestyle,Fame Forever by Lifestyle Beige Printed Top,₹268.00,₹299.00,4.5,2,https://www.tatacliq.com/fame-forever-by-lifestyle-beige-printed-top/p-mp000000015349724
Cation,Cation Black Fitted Crop Top,₹599.00,₹1399.00,0,0,https://www.tatacliq.com/cation-black-fitted-crop-top/p-mp000000016393637
Fame Forever by Lifestyle,Fame Forever by Lifestyle Blue Cotton Printed T-Shirt,₹268.00,₹299.00,0,0,https://www.tatacliq.com/fame-forever-by-lifestyle-blue-cotton-printed-t-shirt/p-mp000000015348713
SHOWOFF,SHOWOFF Blue T-Shirt,₹690.00,₹1815.00,0,0,https://www.tatacliq.com/showoff-blue-t-shirt/p-mp000000015831107
Ginger by Lifestyle,Ginger by Lifestyle Blue Printed T-Shirt,₹453.00,₹699.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-blue-printed-t-shirt/p-mp000000015844804
Vero Moda,Vero Moda Blue Regular Fit Top,₹1259.00,₹2799.00,0,0,https://www.tatacliq.com/vero-moda-blue-regular-fit-top/p-mp000000016335202
Ginger by Lifestyle,Ginger by Lifestyle Green Regular Fit Top,₹358.00,₹399.00,0,0,https://www.tatacliq.com/ginger-by-lifestyle-green-regular-fit-top/p-mp000000015844340
Fablestreet,Fablestreet Multicolor Printed Top,₹2336.10,₹2995.00,0,0,https://www.tatacliq.com/fablestreet-multicolor-printed-top/p-mp000000015993455
Fablestreet,Fablestreet Off White Floral Print Top,₹2336.10,₹2995.00,0,0,https://www.tatacliq.com/fablestreet-off-white-floral-print-top/p-mp000000015993445
